encoded_name,label_name,has-source-phenomenon,has-primary-participant-phenomenon,has-containing-phenomenon,is-modeled-by,undergoes-process,has-in-participant-phenomenon,has-medium-participant-phenomenon,has-sink-participant-phenomenon,has-source-participant-phenomenon,has-abstraction,has-phenomenon,has-part,has-location,is-observed-by,has-form,measured-below,has-matter,is-part-of-containing-phenomenon,has-denominator-participant-phenomenon,has-numerator-participant-phenomenon,is-expressed-as,has-containing-medium-phenomenon,has-trajectory,measured-at,has-adjacent-participant-phenomenon,measured-above,drives,has-primary-participant-phenomenon2,has-role,has-participating-primary-phenomenon,has-perspective-participant-phenomenon,surrounds,measured-wrt,contains-matter,has-sink-phenomenon,referenced-with-property,reference-for-computing,orbits-around,has-first-participant-phenomenon,has-second-participant-phenomenon,has-model-location,has-domain,has-location-of-origin,has-subtrahend-participant-phenomenon,has-minuend-participant-phenomenon,has-primary-matter,measured-to,measured-from,participates-in,has-participating-medium-phenomenon,undergoes-process2,has-part2,measured-since,measured-along,has-phenomenon2,has-matter2,has-role2,has-process,has-process2,has-form2
water-as-medium-debris-undergoes-process-flowing-has-model-abstraction-plug-layer,water_debris_flowing_plug-layer,,debris,,plug-layer,flowing,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(sea-has-part-bottom)-contains-(water-as-medium-debris-undergoes-process-flowing-has-model-abstraction-shear-layer),sea_bottom_water_debris_flowing_shear-layer,,water-as-medium-debris-undergoes-process-flowing-has-model-abstraction-shear-layer,sea-has-part-bottom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-as-medium-debris-undergoes-process-flowing-has-model-abstraction-shear-layer,water_debris_flowing_shear-layer,,debris,,shear-layer,flowing,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(sea-has-part-bottom)-is-location-of-(water-as-medium-debris-undergoes-process-flowing-has-part-top),sea_bottom_water_debris_flowing_top,,water-as-medium-debris-undergoes-process-flowing-has-part-top,,,,,,,,,,,sea-has-part-bottom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-as-medium-debris-undergoes-process-flowing-has-part-top,water_debris_flowing_top,,debris,,,flowing,,water,,,,,top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sea-is-location-of-origin-of-ice,sea_ice,,ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sea,,,,,,,,,,,,,,,,,
sea-is-location-of-origin-of-ice~melting-point,sea_ice~melting-point,,ice~melting-point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sea,,,,,,,,,,,,,,,,,
sea-is-location-of-(ice-undergoes-process-isentropic-process),sea_ice_isentropic-process,,ice-undergoes-process-isentropic-process,,,,,,,,,,,sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sea-is-location-of-(ice-undergoes-process-isothermal-process),sea_ice_isothermal-process,,ice-undergoes-process-isothermal-process,,,,,,,,,,,sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sea-is-location-of-(ice-undergoes-process-isobaric-process),sea_ice_isobaric-process,,ice-undergoes-process-isobaric-process,,,,,,,,,,,sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sea-is-location-of-(ice-undergoes-process-isochoric-process),sea_ice_isochoric-process,,ice-undergoes-process-isochoric-process,,,,,,,,,,,sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sea-is-location-of-(ice-undergoes-process-fusion),sea_ice_fusion,,ice-undergoes-process-fusion,,,,,,,,,,,sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sea-is-location-of-(ice-undergoes-process-sublimation),sea_ice_sublimation,,ice-undergoes-process-sublimation,,,,,,,,,,,sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(sea-is-location-of-ice)-is-source-of-meltwater,sea_ice_meltwater,sea-is-location-of-ice,meltwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sea-is-location-of-ice,sea_ice,,ice,,,,,,,,,,,sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(sea-is-location-of-origin-of-(ice-has-part-bottom))-is-location-of-water,sea_ice_bottom_water,,water,,,,,,,,,,,sea-is-location-of-origin-of-(ice-has-part-bottom),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sea-is-location-of-origin-of-(ice-has-part-bottom),sea_ice_bottom,,ice-has-part-bottom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sea,,,,,,,,,,,,,,,,,
ice-has-part-bottom,ice_bottom,,,,,,,,,,,,bottom,,,,,ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(sea-is-location-of-origin-of-(ice-has-part-bottom))-as-source-water-as-sink-salt,sea_ice_bottom_water_salt,,salt,,,,,,water,sea-is-location-of-origin-of-(ice-has-part-bottom),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(sea-is-location-of-ice)-is-location-of-radiation~incoming~longwave~absorbed,sea_ice_radiation~incoming~longwave~absorbed,,radiation~incoming~longwave~absorbed,,,,,,,,,,,sea-is-location-of-ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(sea-is-location-of-origin-of-ice)-as-sink-radiation~incoming~longwave-undergoes-process-absorption,sea_ice_radiation~incoming~longwave_absorption,,radiation~incoming~longwave,,,absorption,,,sea-is-location-of-origin-of-ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(sea-is-location-of-origin-of-ice)-as-source-radiation~incoming~longwave-undergoes-process-reflection,sea_ice_radiation~incoming~longwave_reflection,,radiation~incoming~longwave,,,reflection,,,,sea-is-location-of-origin-of-ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(sea-is-location-of-ice)-is-location-of-radiation~incoming~longwave~reflected,sea_ice_radiation~incoming~longwave~reflected,,radiation~incoming~longwave~reflected,,,,,,,,,,,sea-is-location-of-ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(sea-is-location-of-origin-of-ice)-as-sink-radiation~incoming~longwave-undergoes-process-transmission,sea_ice_radiation~incoming~longwave_transmission,,radiation~incoming~longwave,,,transmission,,,sea-is-location-of-origin-of-ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(sea-is-location-of-ice)-is-location-of-radiation~incoming~longwave~transmitted,sea_ice_radiation~incoming~longwave~transmitted,,radiation~incoming~longwave~transmitted,,,,,,,,,,,sea-is-location-of-ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(sea-is-location-of-ice)-is-location-of-radiation~incoming~shortwave~absorbed,sea_ice_radiation~incoming~shortwave~absorbed,,radiation~incoming~shortwave~absorbed,,,,,,,,,,,sea-is-location-of-ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(sea-is-location-of-origin-of-ice)-as-sink-radiation~incoming~shortwave-undergoes-process-absorption,sea_ice_radiation~incoming~shortwave_absorption,,radiation~incoming~shortwave,,,absorption,,,sea-is-location-of-origin-of-ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(sea-is-location-of-origin-of-ice)-as-source-radiation~incoming~shortwave-undergoes-process-reflection,sea_ice_radiation~incoming~shortwave_reflection,,radiation~incoming~shortwave,,,reflection,,,,sea-is-location-of-origin-of-ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(sea-is-location-of-ice)-is-location-of-radiation~incoming~shortwave~reflected,sea_ice_radiation~incoming~shortwave~reflected,,radiation~incoming~shortwave~reflected,,,,,,,,,,,sea-is-location-of-ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(sea-is-location-of-origin-of-ice)-as-sink-radiation~incoming~shortwave-undergoes-process-transmission,sea_ice_radiation~incoming~shortwave_transmission,,radiation~incoming~shortwave,,,transmission,,,sea-is-location-of-origin-of-ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(sea-is-location-of-ice)-is-location-of-radiation~incoming~shortwave~transmitted,sea_ice_radiation~incoming~shortwave~transmitted,,radiation~incoming~shortwave~transmitted,,,,,,,,,,,sea-is-location-of-ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(sea-is-location-of-ice)-is-location-of-radiation~incoming~absorbed,sea_ice_radiation~incoming~absorbed,,radiation~incoming~absorbed,,,,,,,,,,,sea-is-location-of-ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(sea-is-location-of-origin-of-ice)-as-sink-radiation~incoming-undergoes-process-absorption,sea_ice_radiation~incoming_absorption,,radiation~incoming,,,absorption,,,sea-is-location-of-origin-of-ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(sea-is-location-of-origin-of-ice)-as-source-radiation~incoming-undergoes-process-reflection,sea_ice_radiation~incoming_reflection,,radiation~incoming,,,reflection,,,,sea-is-location-of-origin-of-ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(sea-is-location-of-ice)-is-location-of-radiation~incoming~reflected,sea_ice_radiation~incoming~reflected,,radiation~incoming~reflected,,,,,,,,,,,sea-is-location-of-ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(sea-is-location-of-origin-of-ice)-as-sink-radiation~incoming-undergoes-process-transmission,sea_ice_radiation~incoming_transmission,,radiation~incoming,,,transmission,,,sea-is-location-of-origin-of-ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(sea-is-location-of-ice)-is-location-of-radiation~incoming~transmitted,sea_ice_radiation~incoming~transmitted,,radiation~incoming~transmitted,,,,,,,,,,,sea-is-location-of-ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(sea-is-location-of-origin-of-ice)-as-source-radiation~outgoing~longwave-undergoes-process-emission,sea_ice_radiation~outgoing~longwave_emission,,radiation~outgoing~longwave,,,emission,,,,sea-is-location-of-origin-of-ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(sea-is-location-of-ice)-is-location-of-radiation~outgoing~longwave~downward,sea_ice_radiation~outgoing~longwave~downward,,radiation~outgoing~longwave~downward,,,,,,,,,,,sea-is-location-of-ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(sea-is-location-of-ice)-is-location-of-radiation~outgoing~longwave~upward,sea_ice_radiation~outgoing~longwave~upward,,radiation~outgoing~longwave~upward,,,,,,,,,,,sea-is-location-of-ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sea-is-location-of-(ice-as-medium-salt),sea_ice_salt,,ice-as-medium-salt,,,,,,,,,,,sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ice-as-medium-salt,ice_salt,,salt,,,,,ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(sea-is-location-of-origin-of-(ice-has-abstraction-surface))-is-location-of-air,sea_ice_surface_air,,air,,,,,,,,,,,sea-is-location-of-origin-of-(ice-has-abstraction-surface),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sea-is-location-of-origin-of-(ice-has-abstraction-surface),sea_ice_surface,,ice-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sea,,,,,,,,,,,,,,,,,
ice-has-abstraction-surface,ice_surface,,,,,,,,,,surface,,,,,,,ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sea-contains-part-(photic-zone-has-part-bottom),sea_photic-zone_bottom,,photic-zone-has-part-bottom,,,,,,,,,,,,,,,,sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
photic-zone-has-part-bottom,photic-zone_bottom,,,,,,,,,,,photic-zone,bottom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sea-has-abstraction-shoreline,sea_shoreline,,,,,,,,,,shoreline,sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
((sea-has-abstraction-shoreline)-has-abstraction-axis~x)-as-first-main-axis~east-as-second-main,sea_shoreline_axis~x_axis~east,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(sea-has-abstraction-shoreline)-has-abstraction-axis~x,axis~east,,,,,,,,,,,,,,,,,,,,
(sea-has-abstraction-shoreline)-has-abstraction-axis~x,sea_shoreline_axis~x,,,,,,,,,,axis~x,sea-has-abstraction-shoreline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(sea-has-abstraction-shoreline)-is-location-of-breaking-wave,sea_shoreline_breaking-wave,,breaking-wave,,,,,,,,,,,sea-has-abstraction-shoreline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(sea-has-abstraction-shoreline)-is-location-of-(water-has-form-wave~incoming),sea_shoreline_water_wave~incoming,,water-has-form-wave~incoming,,,,,,,,,,,sea-has-abstraction-shoreline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-has-form-wave~incoming,water_wave~incoming,,,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(sea-has-abstraction-shoreline)-is-location-of-deepwater-wave~incoming,sea_shoreline_deepwater-wave~incoming,,deepwater-wave~incoming,,,,,,,,,,,sea-has-abstraction-shoreline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sea-has-abstraction-surface,sea_surface,,,,,,,,,,surface,sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
((sea-has-abstraction-surface)-is-location-of-air)-as-minuend-((sea-has-abstraction-surface)-contains-water)-as-subtrahend,sea_surface_air_sea_surface_water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(sea-has-abstraction-surface)-contains-water,(sea-has-abstraction-surface)-is-location-of-air,,,,,,,,,,,,,,,
(sea-has-abstraction-surface)-is-location-of-air,sea_surface_air,,air,,,,,,,,,,,sea-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(sea-has-abstraction-surface)-contains-water,sea_surface_water,,water,sea-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(sea-has-abstraction-surface)-is-location-of-(air-as-medium-carbon-dioxide),sea_surface_air_carbon-dioxide,,air-as-medium-carbon-dioxide,,,,,,,,,,,sea-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(sea-has-abstraction-surface)-is-location-of-(air-undergoes-process-flowing),sea_surface_air_flowing,,air-undergoes-process-flowing,,,,,,,,,,,sea-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(sea-has-abstraction-surface)-is-location-of-(air-as-medium-water~vapor),sea_surface_air_water~vapor,,air-as-medium-water~vapor,,,,,,,,,,,sea-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(sea-has-abstraction-surface)-is-location-of-radiation~incoming~shortwave~absorbed,sea_surface_radiation~incoming~shortwave~absorbed,,radiation~incoming~shortwave~absorbed,,,,,,,,,,,sea-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(sea-has-abstraction-surface)-as-sink-radiation~incoming~shortwave-undergoes-process-absorption,sea_surface_radiation~incoming~shortwave_absorption,,radiation~incoming~shortwave,,,absorption,,,sea-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(sea-has-abstraction-surface)-is-location-of-radiation~incoming~shortwave,sea_surface_radiation~incoming~shortwave,,radiation~incoming~shortwave,,,,,,,,,,,sea-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(sea-has-abstraction-surface)-as-source-radiation~incoming~shortwave-undergoes-process-reflection,sea_surface_radiation~incoming~shortwave_reflection,,radiation~incoming~shortwave,,,reflection,,,,sea-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(sea-has-abstraction-surface)-is-location-of-radiation~incoming~shortwave~reflected,sea_surface_radiation~incoming~shortwave~reflected,,radiation~incoming~shortwave~reflected,,,,,,,,,,,sea-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(sea-has-abstraction-surface)-is-location-of-radiation~outgoing~longwave,sea_surface_radiation~outgoing~longwave,,radiation~outgoing~longwave,,,,,,,,,,,sea-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(sea-has-abstraction-surface)-contains-((storm-is-source-of-water)-undergoes-process-surge),sea_surface_storm_water_surge,,(storm-is-source-of-water)-undergoes-process-surge,sea-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(storm-is-source-of-water)-undergoes-process-surge,storm_water_surge,,storm-is-source-of-water,,,surge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
storm-is-source-of-water,storm_water,storm,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(sea-has-abstraction-surface)-as-source-water-undergoes-process-evaporation,sea_surface_water_evaporation,,water,,,evaporation,,,,sea-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(sea-has-abstraction-surface)-is-location-of-(water-undergoes-process-precipitation),sea_surface_water_precipitation,,water-undergoes-process-precipitation,,,,,,,,,,,sea-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-undergoes-process-precipitation,water_precipitation,,water,,,precipitation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(sea-has-abstraction-surface)-contains-(water-as-medium-carbon-dioxide),sea_surface_water_carbon-dioxide,,water-as-medium-carbon-dioxide,sea-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-as-medium-carbon-dioxide,water_carbon-dioxide,,carbon-dioxide,,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(sea-has-abstraction-surface)-contains-(water-makes-up-tide-has-part-constituents),sea_surface_water_tide_constituents,,water-makes-up-tide-has-part-constituents,sea-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-makes-up-tide-has-part-constituents,water_tide_constituents,,tide,,,,,,,,,,constituents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,
(sea-has-abstraction-surface)-contains-(water-makes-up-tide-has-part-constituent-2mk3),sea_surface_water_tide_constituent-2mk3,,water-makes-up-tide-has-part-constituent-2mk3,sea-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-makes-up-tide-has-part-constituent-2mk3,water_tide_constituent-2mk3,,tide,,,,,,,,,,constituent-2mk3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,
(sea-has-abstraction-surface)-contains-(((water-makes-up-tide)-has-part-constituent-2mk3)-has-abstraction-amphidromic-points),sea_surface_water_tide_constituent-2mk3_amphidromic-points,,((water-makes-up-tide)-has-part-constituent-2mk3)-has-abstraction-amphidromic-points,sea-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
((water-makes-up-tide)-has-part-constituent-2mk3)-has-abstraction-amphidromic-points,water_tide_constituent-2mk3_amphidromic-points,,,,,,,,,,amphidromic-points,(water-makes-up-tide)-has-part-constituent-2mk3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(water-makes-up-tide)-has-part-constituent-2mk3,water_tide_constituent-2mk3,,,,,,,,,,,water-makes-up-tide,constituent-2mk3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-makes-up-tide,water_tide,,tide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,
(sea-has-abstraction-surface)-contains-(water-makes-up-tide-has-part-constituent-2n2),sea_surface_water_tide_constituent-2n2,,water-makes-up-tide-has-part-constituent-2n2,sea-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-makes-up-tide-has-part-constituent-2n2,water_tide_constituent-2n2,,tide,,,,,,,,,,constituent-2n2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,
(sea-has-abstraction-surface)-contains-(water-makes-up-tide-has-part-constituent-2q1),sea_surface_water_tide_constituent-2q1,,water-makes-up-tide-has-part-constituent-2q1,sea-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-makes-up-tide-has-part-constituent-2q1,water_tide_constituent-2q1,,tide,,,,,,,,,,constituent-2q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,
(sea-has-abstraction-surface)-contains-(water-makes-up-tide-has-part-constituent-2sm2),sea_surface_water_tide_constituent-2sm2,,water-makes-up-tide-has-part-constituent-2sm2,sea-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-makes-up-tide-has-part-constituent-2sm2,water_tide_constituent-2sm2,,tide,,,,,,,,,,constituent-2sm2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,
(sea-has-abstraction-surface)-contains-(water-makes-up-tide-has-part-constituent-j1),sea_surface_water_tide_constituent-j1,,water-makes-up-tide-has-part-constituent-j1,sea-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-makes-up-tide-has-part-constituent-j1,water_tide_constituent-j1,,tide,,,,,,,,,,constituent-j1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,
(sea-has-abstraction-surface)-contains-(water-makes-up-tide-has-part-constituent-k1),sea_surface_water_tide_constituent-k1,,water-makes-up-tide-has-part-constituent-k1,sea-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-makes-up-tide-has-part-constituent-k1,water_tide_constituent-k1,,tide,,,,,,,,,,constituent-k1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,
(sea-has-abstraction-surface)-contains-(water-makes-up-tide-has-part-constituent-k2),sea_surface_water_tide_constituent-k2,,water-makes-up-tide-has-part-constituent-k2,sea-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-makes-up-tide-has-part-constituent-k2,water_tide_constituent-k2,,tide,,,,,,,,,,constituent-k2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,
(sea-has-abstraction-surface)-contains-(water-makes-up-tide-has-part-constituent-l2),sea_surface_water_tide_constituent-l2,,water-makes-up-tide-has-part-constituent-l2,sea-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-makes-up-tide-has-part-constituent-l2,water_tide_constituent-l2,,tide,,,,,,,,,,constituent-l2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,
(sea-has-abstraction-surface)-contains-(water-makes-up-tide-has-part-constituent-lam2),sea_surface_water_tide_constituent-lam2,,water-makes-up-tide-has-part-constituent-lam2,sea-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-makes-up-tide-has-part-constituent-lam2,water_tide_constituent-lam2,,tide,,,,,,,,,,constituent-lam2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,
(sea-has-abstraction-surface)-contains-(water-makes-up-tide-has-part-constituent-m1),sea_surface_water_tide_constituent-m1,,water-makes-up-tide-has-part-constituent-m1,sea-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-makes-up-tide-has-part-constituent-m1,water_tide_constituent-m1,,tide,,,,,,,,,,constituent-m1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,
(sea-has-abstraction-surface)-contains-(water-makes-up-tide-has-part-constituent-m2),sea_surface_water_tide_constituent-m2,,water-makes-up-tide-has-part-constituent-m2,sea-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-makes-up-tide-has-part-constituent-m2,water_tide_constituent-m2,,tide,,,,,,,,,,constituent-m2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,
(sea-has-abstraction-surface)-contains-(water-makes-up-tide-has-part-constituent-m3),sea_surface_water_tide_constituent-m3,,water-makes-up-tide-has-part-constituent-m3,sea-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-makes-up-tide-has-part-constituent-m3,water_tide_constituent-m3,,tide,,,,,,,,,,constituent-m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,
