encoded_name,label_name,has-source-phenomenon,has-primary-participant-phenomenon,has-containing-phenomenon,is-modeled-by,undergoes-process,has-in-participant-phenomenon,has-medium-participant-phenomenon,has-sink-participant-phenomenon,has-source-participant-phenomenon,has-abstraction,has-phenomenon,has-part,has-location,is-observed-by,has-form,measured-below,has-matter,is-part-of-containing-phenomenon,has-denominator-participant-phenomenon,has-numerator-participant-phenomenon,is-expressed-as,has-containing-medium-phenomenon,has-trajectory,measured-at,has-adjacent-participant-phenomenon,measured-above,drives,has-primary-participant-phenomenon2,has-role,has-participating-primary-phenomenon,has-perspective-participant-phenomenon,surrounds,measured-wrt,contains-matter,has-sink-phenomenon,referenced-with-property,reference-for-computing,orbits-around,has-first-participant-phenomenon,has-second-participant-phenomenon,has-model-location,has-domain,has-location-of-origin,has-subtrahend-participant-phenomenon,has-minuend-participant-phenomenon,has-primary-matter,measured-to,measured-from,participates-in,has-participating-medium-phenomenon,undergoes-process2,has-part2,measured-since,measured-along,has-phenomenon2,has-matter2,has-role2,has-process,has-process2,has-form2
(sea-has-abstraction-surface)-contains-(water-makes-up-tide-has-part-constituent-m4),sea_surface_water_tide_constituent-m4,,water-makes-up-tide-has-part-constituent-m4,sea-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-makes-up-tide-has-part-constituent-m4,water_tide_constituent-m4,,tide,,,,,,,,,,constituent-m4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,
(sea-has-abstraction-surface)-contains-(water-makes-up-tide-has-part-constituent-m6),sea_surface_water_tide_constituent-m6,,water-makes-up-tide-has-part-constituent-m6,sea-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-makes-up-tide-has-part-constituent-m6,water_tide_constituent-m6,,tide,,,,,,,,,,constituent-m6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,
(sea-has-abstraction-surface)-contains-(water-makes-up-tide-has-part-constituent-m8),sea_surface_water_tide_constituent-m8,,water-makes-up-tide-has-part-constituent-m8,sea-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-makes-up-tide-has-part-constituent-m8,water_tide_constituent-m8,,tide,,,,,,,,,,constituent-m8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,
(sea-has-abstraction-surface)-contains-(water-makes-up-tide-has-part-constituent-mf),sea_surface_water_tide_constituent-mf,,water-makes-up-tide-has-part-constituent-mf,sea-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-makes-up-tide-has-part-constituent-mf,water_tide_constituent-mf,,tide,,,,,,,,,,constituent-mf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,
(sea-has-abstraction-surface)-contains-(water-makes-up-tide-has-part-constituent-mk3),sea_surface_water_tide_constituent-mk3,,water-makes-up-tide-has-part-constituent-mk3,sea-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-makes-up-tide-has-part-constituent-mk3,water_tide_constituent-mk3,,tide,,,,,,,,,,constituent-mk3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,
(sea-has-abstraction-surface)-contains-(water-makes-up-tide-has-part-constituent-mm),sea_surface_water_tide_constituent-mm,,water-makes-up-tide-has-part-constituent-mm,sea-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-makes-up-tide-has-part-constituent-mm,water_tide_constituent-mm,,tide,,,,,,,,,,constituent-mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,
(sea-has-abstraction-surface)-contains-(water-makes-up-tide-has-part-constituent-mn4),sea_surface_water_tide_constituent-mn4,,water-makes-up-tide-has-part-constituent-mn4,sea-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-makes-up-tide-has-part-constituent-mn4,water_tide_constituent-mn4,,tide,,,,,,,,,,constituent-mn4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,
(sea-has-abstraction-surface)-contains-(water-makes-up-tide-has-part-constituent-ms4),sea_surface_water_tide_constituent-ms4,,water-makes-up-tide-has-part-constituent-ms4,sea-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-makes-up-tide-has-part-constituent-ms4,water_tide_constituent-ms4,,tide,,,,,,,,,,constituent-ms4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,
(sea-has-abstraction-surface)-contains-(water-makes-up-tide-has-part-constituent-msf),sea_surface_water_tide_constituent-msf,,water-makes-up-tide-has-part-constituent-msf,sea-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-makes-up-tide-has-part-constituent-msf,water_tide_constituent-msf,,tide,,,,,,,,,,constituent-msf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,
(sea-has-abstraction-surface)-contains-(water-makes-up-tide-has-part-constituent-mu2),sea_surface_water_tide_constituent-mu2,,water-makes-up-tide-has-part-constituent-mu2,sea-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-makes-up-tide-has-part-constituent-mu2,water_tide_constituent-mu2,,tide,,,,,,,,,,constituent-mu2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,
(sea-has-abstraction-surface)-contains-(water-makes-up-tide-has-part-constituent-n2),sea_surface_water_tide_constituent-n2,,water-makes-up-tide-has-part-constituent-n2,sea-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-makes-up-tide-has-part-constituent-n2,water_tide_constituent-n2,,tide,,,,,,,,,,constituent-n2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,
(sea-has-abstraction-surface)-contains-(water-makes-up-tide-has-part-constituent-nu2),sea_surface_water_tide_constituent-nu2,,water-makes-up-tide-has-part-constituent-nu2,sea-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-makes-up-tide-has-part-constituent-nu2,water_tide_constituent-nu2,,tide,,,,,,,,,,constituent-nu2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,
(sea-has-abstraction-surface)-contains-(water-makes-up-tide-has-part-constituent-o1),sea_surface_water_tide_constituent-o1,,water-makes-up-tide-has-part-constituent-o1,sea-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-makes-up-tide-has-part-constituent-o1,water_tide_constituent-o1,,tide,,,,,,,,,,constituent-o1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,
(sea-has-abstraction-surface)-contains-(water-makes-up-tide-has-part-constituent-oo1),sea_surface_water_tide_constituent-oo1,,water-makes-up-tide-has-part-constituent-oo1,sea-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-makes-up-tide-has-part-constituent-oo1,water_tide_constituent-oo1,,tide,,,,,,,,,,constituent-oo1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,
(sea-has-abstraction-surface)-contains-(water-makes-up-tide-has-part-constituent-oo2),sea_surface_water_tide_constituent-oo2,,water-makes-up-tide-has-part-constituent-oo2,sea-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-makes-up-tide-has-part-constituent-oo2,water_tide_constituent-oo2,,tide,,,,,,,,,,constituent-oo2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,
(sea-has-abstraction-surface)-contains-(water-makes-up-tide-has-part-constituent-p1),sea_surface_water_tide_constituent-p1,,water-makes-up-tide-has-part-constituent-p1,sea-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-makes-up-tide-has-part-constituent-p1,water_tide_constituent-p1,,tide,,,,,,,,,,constituent-p1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,
(sea-has-abstraction-surface)-contains-(water-makes-up-tide-has-part-constituent-q1),sea_surface_water_tide_constituent-q1,,water-makes-up-tide-has-part-constituent-q1,sea-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-makes-up-tide-has-part-constituent-q1,water_tide_constituent-q1,,tide,,,,,,,,,,constituent-q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,
(sea-has-abstraction-surface)-contains-(water-makes-up-tide-has-part-constituent-r2),sea_surface_water_tide_constituent-r2,,water-makes-up-tide-has-part-constituent-r2,sea-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-makes-up-tide-has-part-constituent-r2,water_tide_constituent-r2,,tide,,,,,,,,,,constituent-r2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,
(sea-has-abstraction-surface)-contains-(water-makes-up-tide-has-part-constituent-rho),sea_surface_water_tide_constituent-rho,,water-makes-up-tide-has-part-constituent-rho,sea-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-makes-up-tide-has-part-constituent-rho,water_tide_constituent-rho,,tide,,,,,,,,,,constituent-rho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,
(sea-has-abstraction-surface)-contains-(water-makes-up-tide-has-part-constituent-s1),sea_surface_water_tide_constituent-s1,,water-makes-up-tide-has-part-constituent-s1,sea-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-makes-up-tide-has-part-constituent-s1,water_tide_constituent-s1,,tide,,,,,,,,,,constituent-s1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,
(sea-has-abstraction-surface)-contains-(water-makes-up-tide-has-part-constituent-s2),sea_surface_water_tide_constituent-s2,,water-makes-up-tide-has-part-constituent-s2,sea-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-makes-up-tide-has-part-constituent-s2,water_tide_constituent-s2,,tide,,,,,,,,,,constituent-s2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,
(sea-has-abstraction-surface)-contains-(water-makes-up-tide-has-part-constituent-s4),sea_surface_water_tide_constituent-s4,,water-makes-up-tide-has-part-constituent-s4,sea-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-makes-up-tide-has-part-constituent-s4,water_tide_constituent-s4,,tide,,,,,,,,,,constituent-s4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,
(sea-has-abstraction-surface)-contains-(water-makes-up-tide-has-part-constituent-s6),sea_surface_water_tide_constituent-s6,,water-makes-up-tide-has-part-constituent-s6,sea-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-makes-up-tide-has-part-constituent-s6,water_tide_constituent-s6,,tide,,,,,,,,,,constituent-s6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,
(sea-has-abstraction-surface)-contains-(water-makes-up-tide-has-part-constituent-sa),sea_surface_water_tide_constituent-sa,,water-makes-up-tide-has-part-constituent-sa,sea-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-makes-up-tide-has-part-constituent-sa,water_tide_constituent-sa,,tide,,,,,,,,,,constituent-sa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,
(sea-has-abstraction-surface)-contains-(water-makes-up-tide-has-part-constituent-ssa),sea_surface_water_tide_constituent-ssa,,water-makes-up-tide-has-part-constituent-ssa,sea-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-makes-up-tide-has-part-constituent-ssa,water_tide_constituent-ssa,,tide,,,,,,,,,,constituent-ssa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,
(sea-has-abstraction-surface)-contains-(water-makes-up-tide-has-part-constituent-t2),sea_surface_water_tide_constituent-t2,,water-makes-up-tide-has-part-constituent-t2,sea-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-makes-up-tide-has-part-constituent-t2,water_tide_constituent-t2,,tide,,,,,,,,,,constituent-t2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,
(sea-has-abstraction-surface)-contains-(water-has-form-wave),sea_surface_water_wave,,water-has-form-wave,sea-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(sea-has-abstraction-surface)-contains-(water-makes-up-breaking-wave),sea_surface_water_breaking-wave,,water-makes-up-breaking-wave,sea-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-makes-up-breaking-wave,water_breaking-wave,,breaking-wave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,
observation-observes-((sea-has-abstraction-surface)-contains-(water-has-form-wave)),observation_sea_surface_water_wave,,(sea-has-abstraction-surface)-contains-(water-has-form-wave),,,,,,,,,,,,observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(sea-has-abstraction-surface)-contains-((water-has-form-wave)-undergoes-process-refraction),sea_surface_water_wave_refraction,,(water-has-form-wave)-undergoes-process-refraction,sea-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(water-has-form-wave)-undergoes-process-refraction,water_wave_refraction,,water-has-form-wave,,,refraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(sea-has-abstraction-surface)-contains-((((water-has-abstraction-wave)-has-abstraction-crest)-has-abstraction-x-section)-has-abstraction-vertex),sea_surface_water_wave_crest_x-section_vertex,,(((water-has-abstraction-wave)-has-abstraction-crest)-has-abstraction-x-section)-has-abstraction-vertex,sea-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(((water-has-abstraction-wave)-has-abstraction-crest)-has-abstraction-x-section)-has-abstraction-vertex,water_wave_crest_x-section_vertex,,,,,,,,,,vertex,((water-has-abstraction-wave)-has-abstraction-crest)-has-abstraction-x-section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
((water-has-abstraction-wave)-has-abstraction-crest)-has-abstraction-x-section,water_wave_crest_x-section,,,,,,,,,,x-section,(water-has-abstraction-wave)-has-abstraction-crest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(water-has-abstraction-wave)-has-abstraction-crest,water_wave_crest,,,,,,,,,,crest,water-has-abstraction-wave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-has-abstraction-wave,water_wave,,,,,,,,,,wave,,,,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(sea-has-abstraction-surface)-contains-((water-has-form-wave)-has-abstraction-crestline),sea_surface_water_wave_crestline,,(water-has-form-wave)-has-abstraction-crestline,sea-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(water-has-form-wave)-has-abstraction-crestline,water_wave_crestline,,,,,,,,,,crestline,water-has-form-wave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(sea-has-abstraction-surface)-contains-((water-has-form-wave)-has-abstraction-ray),sea_surface_water_wave_ray,,(water-has-form-wave)-has-abstraction-ray,sea-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(water-has-form-wave)-has-abstraction-ray,water_wave_ray,,,,,,,,,,ray,water-has-form-wave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sea-contains-(water-undergoes-process-flowing),sea_water_flowing,,water-undergoes-process-flowing,sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sea-contains-(water-undergoes-process-isentropic-process),sea_water_isentropic-process,,water-undergoes-process-isentropic-process,sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-undergoes-process-isentropic-process,water_isentropic-process,,water,,,isentropic-process,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sea-contains-(water-undergoes-process-isothermal-process),sea_water_isothermal-process,,water-undergoes-process-isothermal-process,sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-undergoes-process-isothermal-process,water_isothermal-process,,water,,,isothermal-process,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sea-contains-(water-undergoes-process-isobaric-process),sea_water_isobaric-process,,water-undergoes-process-isobaric-process,sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-undergoes-process-isobaric-process,water_isobaric-process,,water,,,isobaric-process,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sea-contains-(water-undergoes-process-isochoric-process),sea_water_isochoric-process,,water-undergoes-process-isochoric-process,sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-undergoes-process-isochoric-process,water_isochoric-process,,water,,,isochoric-process,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sea-contains-(water-undergoes-process-fusion),sea_water_fusion,,water-undergoes-process-fusion,sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-undergoes-process-fusion,water_fusion,,water,,,fusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sea-contains-(water-undergoes-process-vaporization),sea_water_vaporization,,water-undergoes-process-vaporization,sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-undergoes-process-vaporization,water_vaporization,,water,,,vaporization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(sea-contains-water)-measured-above-(sea-has-part-bottom),sea_water_sea_bottom,,sea-contains-water,,,,,,,,,,,,,,,,,,,,,,,,sea-has-part-bottom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(sea-contains-water)-measured-below-(sea-has-abstraction-surface),sea_water_sea_surface,,sea-contains-water,,,,,,,,,,,,,,sea-has-abstraction-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sea-contains-(water-as-medium-biota),sea_water_biota,,water-as-medium-biota,sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-as-medium-biota,water_biota,,biota,,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(sea-contains-water)-measured-to-(sea-has-part-bottom),sea_water_sea_bottom,,sea-contains-water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sea-has-part-bottom,,,,,,,,,,,,,
sea-contains-(water-as-medium-carbon-dioxide),sea_water_carbon-dioxide,,water-as-medium-carbon-dioxide,sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sea-contains-(water-makes-up-longshore-current),sea_water_longshore-current,,water-makes-up-longshore-current,sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-makes-up-longshore-current,water_longshore-current,,longshore-current,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,
sea-contains-(water-makes-up-rip-current),sea_water_rip-current,,water-makes-up-rip-current,sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-makes-up-rip-current,water_rip-current,,rip-current,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,
sea-contains-(water-makes-up-rip-current-has-part-neck),sea_water_rip-current_neck,,water-makes-up-rip-current-has-part-neck,sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-makes-up-rip-current-has-part-neck,water_rip-current_neck,,rip-current,,,,,,,,,,neck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,
sea-contains-(water-as-medium-diatoms-expressed-as-carbon),sea_water_diatoms_carbon,,water-as-medium-diatoms-expressed-as-carbon,sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-as-medium-diatoms-expressed-as-carbon,water_diatoms_carbon,,diatoms,,,,,water,,,,,,,,,,,,,,carbon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sea-contains-(water-as-medium-diatoms-expressed-as-chlorophyll),sea_water_diatoms_chlorophyll,,water-as-medium-diatoms-expressed-as-chlorophyll,sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-as-medium-diatoms-expressed-as-chlorophyll,water_diatoms_chlorophyll,,diatoms,,,,,water,,,,,,,,,,,,,,chlorophyll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sea-contains-(water-as-medium-diatoms-expressed-as-nitrogen),sea_water_diatoms_nitrogen,,water-as-medium-diatoms-expressed-as-nitrogen,sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-as-medium-diatoms-expressed-as-nitrogen,water_diatoms_nitrogen,,diatoms,,,,,water,,,,,,,,,,,,,,nitrogen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sea-contains-(water-as-medium-magnesium-chloride),sea_water_magnesium-chloride,,water-as-medium-magnesium-chloride,sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-as-medium-magnesium-chloride,water_magnesium-chloride,,magnesium-chloride,,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sea-contains-(water-as-medium-magnesium-sulfate),sea_water_magnesium-sulfate,,water-as-medium-magnesium-sulfate,sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-as-medium-magnesium-sulfate,water_magnesium-sulfate,,magnesium-sulfate,,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sea-contains-(water-as-medium-oxygen),sea_water_oxygen,,water-as-medium-oxygen,sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-as-medium-oxygen,water_oxygen,,oxygen,,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sea-contains-(water-as-medium-potassium-chloride),sea_water_potassium-chloride,,water-as-medium-potassium-chloride,sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-as-medium-potassium-chloride,water_potassium-chloride,,potassium-chloride,,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sea-contains-(water-as-medium-salt),sea_water_salt,,water-as-medium-salt,sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-as-medium-salt,water_salt,,salt,,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sea-contains-(water-as-medium-sediment~suspended),sea_water_sediment~suspended,,water-as-medium-sediment~suspended,sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sea-contains-(water-as-medium-sodium-chloride),sea_water_sodium-chloride,,water-as-medium-sodium-chloride,sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-as-medium-sodium-chloride,water_sodium-chloride,,sodium-chloride,,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sea-contains-(water-has-abstraction-surface),sea_water_surface,,water-has-abstraction-surface,sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sea-contains-(water-makes-up-tide),sea_water_tide,,water-makes-up-tide,sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sea-contains-(water-makes-up-internal-gravity-wave),sea_water_internal-gravity-wave,,water-makes-up-internal-gravity-wave,sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
