entity_label,entity_class,plural,tagged_variables
water-covered,attribute,,constituent-state_land~water-covered__area_fraction
water-source,role,,
water-wave,phenomenon,,
watering,process,,
waterproofing,process,,
wave,abstraction,,
wave,form,,"river-delta_shoreline_sediment_reworking_ocean_water_wave__depth, sea_shoreline_water_wave~incoming__azimuth_angle_of_group_velocity, sea_shoreline_water_wave~incoming__azimuth_angle_of_left_normal_of_phase_velocity, sea_shoreline_water_wave~incoming__azimuth_angle_of_phase_velocity, sea_surface_water_wave__amplitude, sea_surface_water_wave__angular_frequency, sea_surface_water_wave__angular_wavenumber, sea_surface_water_wave__energy-per-area_density, sea_surface_water_wave__frequency, sea_surface_water_wave__group-speed-to-phase-speed_ratio, sea_surface_water_wave__group_speed, sea_surface_water_wave__height, sea_surface_water_wave__intrinsic_angular_frequency, sea_surface_water_wave__max_of_orbital_speed, observation_sea_surface_water_wave__angular_frequency, sea_surface_water_wave__orbital_speed, sea_surface_water_wave__period, sea_surface_water_wave__phase_angle, sea_surface_water_wave__phase_speed, sea_surface_water_wave__power, sea_surface_water_wave_refraction__angle, sea_surface_water_wave__significant_height, sea_surface_water_wave__slope, sea_surface_water_wave__time_integral_from_start_of_cosine_of_product_of_angular_frequency_and_time, sea_surface_water_wave__time_mean_of_height, sea_surface_water_wave__time_median_of_height, sea_surface_water_wave__wavelength, sea_surface_water_wave__wavenumber, sea_surface_water_wave_crest_x-section_vertex__angle, sea_surface_water_wave_crestline__power-per-length_density, sea_surface_water_wave_ray__incidence_angle"
wave_impedance,property,,
wavelength,property,,"channel_meandering__wavelength, earth_interior_earthquake_p-seismic-wave__wavelength, earth_interior_earthquake_s-seismic-wave__wavelength, sea_surface_water_wave__wavelength, sea_water_internal-gravity-wave__wavelength, sea_water_internal-gravity-wave__wavelength, airy-wave__wavelength, cnoidal-wave__wavelength, sine-wave__wavelength, stokes-wave__wavelength, earth_interior_earthquake_p-seismic-wave__wavelength, earth_interior_earthquake_s-seismic-wave__wavelength, earth_interior_p-seismic-wave__wavelength, earth_interior_s-seismic-wave__wavelength"
wavenumber,property,,"earth_interior_earthquake_p-seismic-wave__wavenumber, earth_interior_earthquake_s-seismic-wave__wavenumber, sea_surface_water_wave__wavenumber, sea_water_internal-gravity-wave__wavenumber, airy-wave__wavenumber, cnoidal-wave__wavenumber, electromagnetic-wave__wavenumber, seismic-wave__wavenumber, stokes-wave__wavenumber, earth_interior_earthquake_p-seismic-wave__wavenumber, earth_interior_earthquake_s-seismic-wave__wavenumber, earth_interior_p-seismic-wave__wavenumber, earth_interior_s-seismic-wave__wavenumber"
waxed,attribute,,"snow~wet_ski~waxed__kinetic_friction_coefficient, snow~wet_ski~waxed__static_friction_coefficient"
weakening,process,,
weather-station,phenomenon,,"drainage-basin_weather-station__count, weather-station__latitude, weather-station__longitude, weather-station__identification_number"
weathering,process,,
weaver_flame_speed_number,property,,
weaving,process,,
weber_number,property,,
wedging,process,,
weed,role,,crop-or-weed__species_identification_code
weight,property,,"automobile__weight, automobile_battery__weight, automobile_axle~rear__weight, black-bear~alaskan__weight, channel_water_sediment~bedload~immersed_grain__weight, automobile~gm~hummer__weight, projectile__weight, sea_bottom_sediment~immersed__weight"
weight_fraction,property,,earth-mantle_material_water__weight_fraction
weighted,attribute,,
weighting,process,,
weir,phenomenon,,channel_weir__discharge_coefficient
weissenberg_number,property,,
welding,process,,
well,phenomenon,,groundwater_well_recharge__volume_flux
west,direction,,"model_grid_cell_edge~west__length, model_grid_cell_edge~west__longitude, model_grid_edge~west__longitude, model_grid_edge~west_sea_water__elevation"
west_component,operation,,"glacier_ice_flowing__west_component_of_velocity, sea_water_flowing__west_component_of_vorticity"
west_coordinate,property,,
westward,direction,,
wet,attribute,,"snow~wet_rubber__kinetic_friction_coefficient, snow~wet_rubber__static_friction_coefficient, snow~wet_ski~waxed__kinetic_friction_coefficient, snow~wet_ski~waxed__static_friction_coefficient"
wetness,property,,
wetted,attribute,,
wetted_area,property,,"channel_water_x-section__wetted_area, river-delta_channel~main_entrance_water_x-section__wetted_area"
wetted_perimeter,property,,"channel_water_x-section__wetted_perimeter, river-delta_channel~main_entrance_water_x-section__wetted_perimeter"
wetting,process,,
wetting-front,phenomenon,,soil_water_wetting-front__depth
wheel,phenomenon,,"automobile_wheel__camber_angle, automobile_wheel__camber_force, automobile_wheel__caster_angle, automobile_wheel__diameter"
wheelbase_length,property,,"automobile__wheelbase_length, automobile__wheelbase_length"
white-blood-cell,phenomenon,,human_white-blood-cell__count-per-volume_density
white-dwarf,phenomenon,,white-dwarf__chandrasekhar-limit_mass
white-sky,phenomenon,,
whitening,process,,
whole,attribute,,
wicking,process,,
width,property,,"automobile__width, automobile_battery__width, drainage-basin~bankfull_outlet__width, drainage-basin_outlet_water_x-section_top__width, channel_water_x-section_top__width, channel_x-section_top__width, channel_x-section_trapezoid_bottom__width, river-delta_channel~main_entrance__width, river-delta_channel~main_entrance_water_x-section_top__width, river-delta_channel~main_entrance_x-section_top__width, river-delta_distributary_outlet_top__width, earth_interior_earthquake_fault_plane_rupture__width, earth_interior_earthquake_fault_plane__width, sea_water_longshore-current__width, sea_water_rip-current_neck__width, sea_water_surf-zone__width, river_channel_water_x-section__width, river_channel_water_x-section_top__width"
width-to-depth_ratio,property,,"drainage-basin_outlet_water_x-section__width-to-depth_ratio, channel_water_x-section__width-to-depth_ratio, channel_x-section__width-to-depth_ratio, river-delta_channel~main_entrance_water_x-section__width-to-depth_ratio"
width-vs-discharge_coefficient,property,,
width-vs-discharge_exponent,property,,
wiedemannia,attribute,,
wilting,process,,
wilting-point,attribute,,"soil_water~wilting-point__pressure_head, soil_water~wilting-point__volume_fraction"
wind,phenomenon,,"wind__speed, land_surface_wind__speed, earth_surface_wind__range_of_speed, glacier_top_ice_wind_scour__length-per-time_rate, land_surface_wind_at-reference-height__speed, land_surface_wind_at-speed__reference_height, projectile_trajectory_origin_wind__azimuth_angle_of_velocity, projectile_trajectory_origin_wind__elevation_angle_of_velocity, projectile_trajectory_origin_wind__speed, projectile_trajectory_origin_wind__velocity, projectile_trajectory_origin_wind__x_component_of_velocity, projectile_trajectory_origin_wind__y_component_of_velocity, projectile_trajectory_origin_wind__z_component_of_velocity"
winding,process,,
wingspan,property,,airplane__wingspan
winnowing,process,,
wiping,process,,
wirthiella,attribute,,
withdrawal,process,,
withering,process,,
womersley_number,property,,
wood,matter,,wood~dry__thermal_energy-per-volume_density
wormaldia,attribute,,
writing,process,,
x,direction,,"model_grid_axis~x_axis~east__angle, model_grid_cell_edge~x__length, sea_shoreline_axis~x_axis~east__angle"
x_component,operation,,"atmosphere_air_flowing__x_component_of_bolus_velocity, atmosphere_air_flowing__x_component_of_momentum, atmosphere_air_flowing__x_component_of_velocity, atmosphere_air_flowing__x_component_of_vorticity, atmosphere_bottom_air_flowing__x_component_of_velocity, automobile__x_component_of_velocity, channel_bottom_water_flowing__x_component_of_shear_velocity, channel_bottom_water_flowing__x_component_of_velocity, channel_water_flowing__x_component_of_velocity, channel_water_flowing__x_component_of_vorticity, electron__x_component_of_drift_velocity, glacier_bottom_ice_flowing__x_component_of_velocity, glacier_ice_flowing__x_component_of_velocity, glacier_top_ice_flowing__x_component_of_velocity, land_surface_water_flowing__time_derivative_of_x_component_of_velocity, land_surface_water_flowing__time_derivative_of_x_component_of_z_integral_of_velocity, land_surface_water_flowing__x_component_of_velocity, land_surface_water_flowing__x_component_of_z_integral_of_velocity, land_surface_water_flowing__x_derivative_of_x_component_of_z_integral_of_velocity, land_surface_water_flowing__y_derivative_of_x_component_of_z_integral_of_velocity, land_surface~10m-above_air_flowing__x_component_of_velocity, projectile_acceleration__x_component_of_acceleration, projectile__x_component_of_velocity, projectile_acceleration_trajectory_origin__x_component_of_acceleration, projectile_trajectory_origin__x_component_of_velocity, projectile_trajectory_origin_wind__x_component_of_velocity, projectile_acceleration_trajectory_target__x_component_of_acceleration, projectile_trajectory_target__x_component_of_velocity, sea_surface_air_flowing__x_component_of_shear_velocity, sea_surface_air_flowing__x_component_of_velocity, sea_water_flowing__time_average_of_z_integral_of_square_of_x_component_of_momentum, sea_water_flowing__x_component_of_bolus_velocity, sea_water_flowing__x_component_of_momentum, sea_water_flowing__x_component_of_stokes_drift_velocity, sea_water_flowing__x_component_of_velocity, sea_water_flowing__x_component_of_vorticity, soil_water_flowing__x_component_of_darcy_velocity, earth-mantle_material_flowing__x_component_of_velocity, model_grid_cell_centroid_water__x_component_of_velocity, model_grid_cell_edge_center_water__x_component_of_velocity, model_grid_cell_face_centroid_water__x_component_of_velocity, model_grid_node_water__x_component_of_velocity, model_grid_dual-cell_centroid_water__x_component_of_velocity, model_grid_dual-cell_edge_center_water__x_component_of_velocity, model_grid_dual-cell_face_centroid_water__x_component_of_velocity, model_grid_dual-node_water__x_component_of_velocity, model_grid_primary-cell_centroid_water__x_component_of_velocity, model_grid_primary-cell_edge_center_water__x_component_of_velocity, model_grid_primary-cell_face_centroid_water__x_component_of_velocity, model_grid_primary-node_water__x_component_of_velocity"
x_coordinate,property,,"river-delta_shoreline__x_coordinate, model_grid_cell_center__x_coordinate, model_grid_cell_centroid__x_coordinate, model_grid_cell_edge_center__x_coordinate, model_grid_cell_face_centroid__x_coordinate, model_grid_node__x_coordinate, model_grid_dual-cell_centroid__x_coordinate, model_grid_dual-cell_edge_center__x_coordinate, model_grid_dual-cell_face_centroid__x_coordinate, model_grid_dual-node__x_coordinate, model_grid_primary-cell_centroid__x_coordinate, model_grid_primary-cell_edge_center__x_coordinate, model_grid_primary-cell_face_centroid__x_coordinate, model_grid_primary-node__x_coordinate"
x_derivative,operation,,"atmosphere_air__x_derivative_of_temperature, atmosphere_air_flowing__x_derivative_of_potential_vorticity, atmosphere_air_flowing__x_derivative_of_pressure, bedrock_surface__x_derivative_of_elevation, bedrock_surface__x_derivative_of_slope, channel_bottom_surface__x_derivative_of_elevation, channel_water_surface__x_derivative_of_elevation, glacier_ice__x_derivative_of_temperature, glacier_ice_flowing__x_derivative_of_static_pressure, land_surface__x_derivative_of_elevation, land_surface__x_derivative_of_slope, land_surface_water__x_derivative_of_depth, land_surface_water__x_derivative_of_pressure_head, land_surface_water_flowing__x_derivative_of_x_component_of_z_integral_of_velocity, land_surface_water_flowing__x_derivative_of_y_component_of_z_integral_of_velocity, land_surface_water_surface__x_derivative_of_elevation, sea_bottom_surface__x_derivative_of_elevation, sea_water__x_derivative_of_salinity, sea_water__x_derivative_of_temperature, sea_water_flowing__x_derivative_of_pressure, soil_water_phreatic-zone_top_surface__x_derivative_of_elevation"
x_x_component,operation,,"atmosphere_air_flowing__x_x_component_of_reynolds_stress, atmosphere_air_flowing__x_x_component_of_stress, channel_water_flowing__x_x_component_of_stress, sea_water_flowing__x_x_component_of_radiation_stress, sea_water_flowing__x_x_component_of_reynolds_stress, sea_water_flowing__x_x_component_of_stress, sea_water_flowing__x_x_component_of_viscous_stress, sea_water_flowing__z_integral_of_x_x_component_of_radiation_stress"
x_x_derivative,operation,,land_surface__x_x_derivative_of_elevation
x_y_component,operation,,"atmosphere_air_flowing__x_y_component_of_reynolds_stress, atmosphere_air_flowing__x_y_component_of_stress, channel_water_flowing__x_y_component_of_stress, sea_water_flowing__x_y_component_of_radiation_stress, sea_water_flowing__x_y_component_of_reynolds_stress, sea_water_flowing__x_y_component_of_stress, sea_water_flowing__x_y_component_of_viscous_stress, sea_water_flowing__z_integral_of_x_y_component_of_radiation_stress"
x_y_derivative,operation,,land_surface__x_y_derivative_of_elevation
x_z_component,operation,,"atmosphere_air_flowing__x_z_component_of_reynolds_stress, atmosphere_air_flowing__x_z_component_of_stress, channel_water_flowing__x_z_component_of_stress, glacier_bottom_ice_flowing__x_z_component_of_stress, sea_bottom_surface_water_flowing__x_z_component_of_shear_stress, sea_water_flowing__x_z_component_of_reynolds_stress, sea_water_flowing__x_z_component_of_stress, sea_water_flowing__x_z_component_of_viscous_stress, water__x_z_component_of_viscosity"
x-axis,abstraction,,
x-dual-node,abstraction,,model_grid_x-dual-node__count
x-primary-node,abstraction,,model_grid_x-primary-node__count
x-section,abstraction,,"automobile_front_x-section__area, drainage-basin_outlet_water_x-section__mean_of_depth, drainage-basin_outlet_water_x-section__peak_time_of_depth, drainage-basin_outlet_water_flowing_x-section__peak_time_of_volume_rate, drainage-basin_outlet_water_x-section__peak_time_of_volume_flux, drainage-basin_outlet_water_flowing_x-section__time_integral_of_volume_rate, drainage-basin_outlet_water_x-section__time_max_of_mean_of_depth, drainage-basin_outlet_water_flowing_x-section__time_max_of_volume_rate, drainage-basin_outlet_water_x-section__time_max_of_volume_flux, drainage-basin_outlet_water_flowing_x-section__time_min_of_volume_rate, drainage-basin_outlet_water_flowing_x-section__volume_rate, drainage-basin_outlet_water_x-section__volume_flux, drainage-basin_outlet_water_x-section__width-to-depth_ratio, drainage-basin_outlet_water_x-section_top__width, channel_entrance_water_flowing_x-section__volume_rate, channel_entrance_water_x-section__volume_flux, channel_exit_water_flowing_x-section__volume-per-width_rate, channel_exit_water_flowing_x-section__volume_rate, channel_exit_water_flowing_x-section__volume-flow-rate-law_area_exponent, channel_exit_water_flowing_x-section__volume-flow-rate-law_coefficient, channel_exit_water_sediment~suspended_flowing_x-section__mass_rate, channel_water_x-section__depth-vs-half-width_coefficient, channel_water_x-section__depth-vs-half-width_exponent, channel_water_x-section__domain_max_of_mean_of_depth, channel_water_flowing_x-section__domain_max_of_volume_rate, channel_water_x-section__domain_max_of_volume_flux, channel_water_x-section__domain_min_of_mean_of_depth, channel_water_flowing_x-section__domain_min_of_volume_rate, channel_water_x-section__domain_min_of_volume_flux, channel_water_x-section__hydraulic_radius, channel_water_x-section__mean_of_initial_depth, channel_water_x-section__max_of_depth, channel_water_x-section__mean_of_depth, channel_water_x-section__time_derivative_of_mean_of_depth, channel_water_flowing_x-section__volume_rate, channel_water_flowing_x-section__volume-flow-rate-law_area_exponent, channel_water_flowing_x-section__volume-flow-rate-law_coefficient, channel_water_x-section__volume_flux, channel_water_x-section__wetted_area, channel_water_x-section__wetted_perimeter, channel_water_x-section__width-to-depth_ratio, channel_water_x-section_top__width, channel_x-section__area, channel_x-section__depth-vs-half-width_coefficient, channel_x-section__depth-vs-half-width_exponent, channel_x-section__diameter, channel_x-section__max_of_depth, channel_x-section__max_of_elevation, channel_x-section__min_of_elevation, channel_x-section__perimeter, channel_x-section__width-to-depth_ratio, channel_x-section_parabola__leading_coefficient, channel_x-section_top__width, channel_x-section_trapezoid_bottom__width, channel_x-section_trapezoid_side__flare_angle, channel_x-section_trapezoid_side~left__flare_angle, channel_x-section_trapezoid_side~right__flare_angle, river-delta_channel~main_entrance_water_flowing_x-section__volume_rate, river-delta_channel~main_entrance_water_x-section__volume_flux, river-delta_channel~main_entrance_water_x-section__wetted_area, river-delta_channel~main_entrance_water_x-section__wetted_perimeter, river-delta_channel~main_entrance_water_x-section__width-to-depth_ratio, river-delta_channel~main_entrance_water_x-section_top__width, river-delta_channel~main_entrance_x-section__area, river-delta_channel~main_entrance_x-section_top__width, river-delta_distributary_outlet_water_x-section__mean_of_depth, river-delta_distributary_outlet_water_flowing_x-section__volume_rate, river-delta_distributary_outlet_water_x-section__volume_flux, river-delta_x-section__area, river-delta_x-section__dip_angle, river-delta_x-section__strike_angle, projectile_shaft_x-section__diameter, projectile_x-section__area, sea_surface_water_wave_crest_x-section_vertex__angle, soil_x-section~horizontal_macropores__area_fraction, soil_x-section~vertical_macropores__area_fraction, storage-tank~open-top_outlet_x-section__area, storage-tank~open-top_x-section~horizontal__area, storage-tank~open-top_x-section~horizontal_circle__radius, river_channel_water_x-section__width, river_channel_water_x-section__height, river_channel_water_x-section_top__width, river_channel_water_x-section__max_of_depth"
xenochironomus,attribute,,
xenografting,process,,
xenon,matter,,
xenon-135,matter,,
xenotransplantation,process,,
xiphocentron,attribute,,
xylene,matter,,
xylylcarb,matter,,
y,direction,,model_grid_cell_edge~y__length
y_component,operation,,"atmosphere_air_flowing__y_component_of_bolus_velocity, atmosphere_air_flowing__y_component_of_momentum, atmosphere_air_flowing__y_component_of_velocity, atmosphere_air_flowing__y_component_of_vorticity, atmosphere_bottom_air_flowing__y_component_of_velocity, automobile__y_component_of_velocity, channel_bottom_water_flowing__y_component_of_shear_velocity, channel_bottom_water_flowing__y_component_of_velocity, channel_water_flowing__y_component_of_velocity, channel_water_flowing__y_component_of_vorticity, electron__y_component_of_drift_velocity, glacier_bottom_ice_flowing__y_component_of_velocity, glacier_ice_flowing__y_component_of_velocity, glacier_top_ice_flowing__y_component_of_velocity, land_surface_water_flowing__time_derivative_of_y_component_of_velocity, land_surface_water_flowing__time_derivative_of_y_component_of_z_integral_of_velocity, land_surface_water_flowing__x_derivative_of_y_component_of_z_integral_of_velocity, land_surface_water_flowing__y_component_of_velocity, land_surface_water_flowing__y_component_of_z_integral_of_velocity, land_surface_water_flowing__y_derivative_of_y_component_of_z_integral_of_velocity, land_surface~10m-above_air_flowing__y_component_of_velocity, projectile_acceleration__y_component_of_acceleration, projectile__y_component_of_velocity, projectile_acceleration_trajectory_origin__y_component_of_acceleration, projectile_trajectory_origin__y_component_of_velocity, projectile_trajectory_origin_wind__y_component_of_velocity, projectile_acceleration_trajectory_target__y_component_of_acceleration, projectile_trajectory_target__y_component_of_velocity, sea_surface_air_flowing__y_component_of_shear_velocity, sea_surface_air_flowing__y_component_of_velocity, sea_water_flowing__time_average_of_z_integral_of_square_of_y_component_of_momentum, sea_water_flowing__y_component_of_bolus_velocity, sea_water_flowing__y_component_of_momentum, sea_water_flowing__y_component_of_stokes_drift_velocity, sea_water_flowing__y_component_of_velocity, sea_water_flowing__y_component_of_vorticity, soil_water_flowing__y_component_of_darcy_velocity, earth-mantle_material_flowing__y_component_of_velocity, model_grid_cell_centroid_water__y_component_of_velocity, model_grid_cell_edge_center_water__y_component_of_velocity, model_grid_cell_face_centroid_water__y_component_of_velocity, model_grid_node_water__y_component_of_velocity, model_grid_dual-cell_centroid_water__y_component_of_velocity, model_grid_dual-cell_edge_center_water__y_component_of_velocity, model_grid_dual-cell_face_centroid_water__y_component_of_velocity, model_grid_dual-node_water__y_component_of_velocity, model_grid_primary-cell_centroid_water__y_component_of_velocity, model_grid_primary-cell_edge_center_water__y_component_of_velocity, model_grid_primary-cell_face_centroid_water__y_component_of_velocity, model_grid_primary-node_water__y_component_of_velocity"
y_coordinate,property,,"river-delta_shoreline__y_coordinate, model_grid_cell_center__y_coordinate, model_grid_cell_centroid__y_coordinate, model_grid_cell_edge_center__y_coordinate, model_grid_cell_face_centroid__y_coordinate, model_grid_node__y_coordinate, model_grid_dual-cell_centroid__y_coordinate, model_grid_dual-cell_edge_center__y_coordinate, model_grid_dual-cell_face_centroid__y_coordinate, model_grid_dual-node__y_coordinate, model_grid_primary-cell_centroid__y_coordinate, model_grid_primary-cell_edge_center__y_coordinate, model_grid_primary-cell_face_centroid__y_coordinate, model_grid_primary-node__y_coordinate"
y_derivative,operation,,"atmosphere_air__y_derivative_of_temperature, atmosphere_air_flowing__y_derivative_of_potential_vorticity, atmosphere_air_flowing__y_derivative_of_pressure, bedrock_surface__y_derivative_of_elevation, bedrock_surface__y_derivative_of_slope, channel_bottom_surface__y_derivative_of_elevation, channel_water_surface__y_derivative_of_elevation, glacier_ice__y_derivative_of_temperature, glacier_ice_flowing__y_derivative_of_static_pressure, land_surface__y_derivative_of_elevation, land_surface__y_derivative_of_slope, land_surface_water__y_derivative_of_depth, land_surface_water__y_derivative_of_pressure_head, land_surface_water_flowing__y_derivative_of_x_component_of_z_integral_of_velocity, land_surface_water_flowing__y_derivative_of_y_component_of_z_integral_of_velocity, land_surface_water_surface__y_derivative_of_elevation, sea_bottom_surface__y_derivative_of_elevation, sea_water__y_derivative_of_salinity, sea_water__y_derivative_of_temperature, sea_water_flowing__y_derivative_of_pressure, soil_water_phreatic-zone_top_surface__y_derivative_of_elevation"
y_y_component,operation,,"atmosphere_air_flowing__y_y_component_of_reynolds_stress, atmosphere_air_flowing__y_y_component_of_stress, sea_water_flowing__y_y_component_of_radiation_stress, sea_water_flowing__y_y_component_of_reynolds_stress, sea_water_flowing__y_y_component_of_stress, sea_water_flowing__y_y_component_of_viscous_stress, sea_water_flowing__z_integral_of_y_y_component_of_radiation_stress"
y_y_derivative,operation,,land_surface__y_y_derivative_of_elevation
y_z_component,operation,,"atmosphere_air_flowing__y_z_component_of_reynolds_stress, atmosphere_air_flowing__y_z_component_of_stress, glacier_bottom_ice_flowing__y_z_component_of_stress, sea_water_flowing__y_z_component_of_reynolds_stress, sea_water_flowing__y_z_component_of_stress, sea_water_flowing__y_z_component_of_viscous_stress"
y-dual-node,abstraction,,model_grid_y-dual-node__count
y-primary-node,abstraction,,model_grid_y-primary-node__count
yawing,process,,
year,property,,"automobile_manufacture__year, crop_rotation_land_tilling__year"
year-end_mass,property,,soil_carbon_pool~stabilized_carbon__year-end_mass
year-specific_anomaly,operation,,
year-start_mass,property,,soil_carbon_pool~stabilized_carbon__year-start_mass
yellow-dwarf,phenomenon,,
yield,property,,drainage-basin_outlet_sediment__yield
yield_elasticity,property,,crop_nitrogen-fertilizer__yield_elasticity
yield_stress,property,,"chocolate~liquid__yield_stress, sea_bottom_water_debris_flowing__yield_stress"
yielding,process,,
yoraperla,attribute,,
young_modulus,property,,"bedrock_material__young_modulus, earth_material__young_modulus, lithosphere__young_modulus, earth-crust_material__young_modulus, earth-mantle_material__young_modulus"
yphria,attribute,,
ytterbium,matter,,
yttrium,matter,,
yttrium-91,matter,,
z,direction,,
z_component,operation,,"atmosphere_air_flowing__z_component_of_bolus_velocity, atmosphere_air_flowing__z_component_of_momentum, atmosphere_air_flowing__z_component_of_velocity, atmosphere_air_flowing__z_component_of_vorticity, atmosphere_bottom_air_flowing__z_component_of_velocity, automobile__z_component_of_velocity, channel_water_flowing__z_component_of_velocity, channel_water_flowing__z_component_of_vorticity, glacier_bottom_ice_flowing__z_component_of_velocity, glacier_ice_flowing__z_component_of_velocity, land_surface_water_flowing__time_derivative_of_z_component_of_velocity, land_surface_water_flowing__z_component_of_velocity, projectile_acceleration__z_component_of_acceleration, projectile__z_component_of_velocity, projectile_acceleration_trajectory_origin__z_component_of_acceleration, projectile_trajectory_origin__z_component_of_velocity, projectile_trajectory_origin_wind__z_component_of_velocity, projectile_acceleration_trajectory_target__z_component_of_acceleration, projectile_trajectory_target__z_component_of_velocity, sea_surface_air_flowing__z_component_of_velocity, sea_water_flowing__z_component_of_bolus_velocity, sea_water_flowing__z_component_of_momentum, sea_water_flowing__z_component_of_stokes_drift_velocity, sea_water_flowing__z_component_of_velocity, sea_water_flowing__z_component_of_vorticity, soil_water_flowing__z_component_of_darcy_velocity, earth-mantle_material_flowing__z_component_of_velocity, model_grid_cell_centroid_water__z_component_of_velocity, model_grid_cell_edge_center_water__z_component_of_velocity, model_grid_cell_face_centroid_water__z_component_of_velocity, model_grid_node_water__z_component_of_velocity, model_grid_dual-cell_centroid_water__z_component_of_velocity, model_grid_dual-cell_edge_center_water__z_component_of_velocity, model_grid_dual-cell_face_centroid_water__z_component_of_velocity, model_grid_dual-node_water__z_component_of_velocity, model_grid_primary-cell_centroid_water__z_component_of_velocity, model_grid_primary-cell_edge_center_water__z_component_of_velocity, model_grid_primary-cell_face_centroid_water__z_component_of_velocity, model_grid_primary-node_water__z_component_of_velocity"
z_coordinate,property,,"model_grid_cell_centroid__z_coordinate, model_grid_cell_edge_center__z_coordinate, model_grid_cell_face_centroid__z_coordinate, model_grid_node__z_coordinate, model_grid_dual-cell_centroid__z_coordinate, model_grid_dual-cell_edge_center__z_coordinate, model_grid_dual-cell_face_centroid__z_coordinate, model_grid_dual-node__z_coordinate, model_grid_primary-cell_centroid__z_coordinate, model_grid_primary-cell_edge_center__z_coordinate, model_grid_primary-cell_face_centroid__z_coordinate, model_grid_primary-node__z_coordinate"
z_derivative,operation,,"atmosphere_air__z_derivative_of_temperature, atmosphere_air_flowing__z_derivative_of_potential_vorticity, atmosphere_air_flowing__z_derivative_of_pressure, glacier_ice__z_derivative_of_temperature, glacier_ice_flowing__z_derivative_of_static_pressure, sea_water__z_derivative_of_salinity, sea_water__z_derivative_of_temperature, sea_water_flowing__z_derivative_of_pressure"
z_integral,operation,,"atmosphere_air_flowing__z_integral_of_u_component_of_momentum, atmosphere_air_flowing__z_integral_of_v_component_of_momentum, land_surface_water_flowing__azimuth_angle_of_z_integral_of_velocity, land_surface_water_flowing__east_component_of_z_integral_of_velocity, land_surface_water_flowing__east_derivative_of_east_component_of_z_integral_of_velocity, land_surface_water_flowing__east_derivative_of_north_component_of_z_integral_of_velocity, land_surface_water_flowing__magnitude_of_z_integral_of_velocity, land_surface_water_flowing__north_component_of_z_integral_of_velocity, land_surface_water_flowing__north_derivative_of_east_component_of_z_integral_of_velocity, land_surface_water_flowing__north_derivative_of_north_component_of_z_integral_of_velocity, land_surface_water_flowing__time_derivative_of_east_component_of_z_integral_of_velocity, land_surface_water_flowing__time_derivative_of_north_component_of_z_integral_of_velocity, land_surface_water_flowing__time_derivative_of_x_component_of_z_integral_of_velocity, land_surface_water_flowing__time_derivative_of_y_component_of_z_integral_of_velocity, land_surface_water_flowing__x_component_of_z_integral_of_velocity, land_surface_water_flowing__x_derivative_of_x_component_of_z_integral_of_velocity, land_surface_water_flowing__x_derivative_of_y_component_of_z_integral_of_velocity, land_surface_water_flowing__y_component_of_z_integral_of_velocity, land_surface_water_flowing__y_derivative_of_x_component_of_z_integral_of_velocity, land_surface_water_flowing__y_derivative_of_y_component_of_z_integral_of_velocity, sea_water_flowing__time_average_of_z_integral_of_square_of_x_component_of_momentum, sea_water_flowing__time_average_of_z_integral_of_square_of_y_component_of_momentum, sea_water_flowing__z_integral_of_u_component_of_momentum, sea_water_flowing__z_integral_of_v_component_of_momentum, sea_water_flowing__z_integral_of_x_x_component_of_radiation_stress, sea_water_flowing__z_integral_of_x_y_component_of_radiation_stress, sea_water_flowing__z_integral_of_y_y_component_of_radiation_stress"
z_mean,operation,,"snowpack__z_mean_of_mass-per-volume_density, snowpack_isobaric-process__z_mean_of_mass-specific_heat_capacity"
z_x_component,operation,,sea_water_flowing__z_x_component_of_radiation_stress
z_y_component,operation,,sea_water_flowing__z_y_component_of_radiation_stress
z_z_component,operation,,"atmosphere_air_flowing__z_z_component_of_reynolds_stress, atmosphere_air_flowing__z_z_component_of_stress, sea_water_flowing__z_z_component_of_reynolds_stress, sea_water_flowing__z_z_component_of_stress, sea_water_flowing__z_z_component_of_viscous_stress"
z-dual-node,abstraction,,model_grid_z-dual-node__count
z-primary-node,abstraction,,model_grid_z-primary-node__count
z-score,operation,,
zalutschia,attribute,,
zavrelia,attribute,,
zavrelimyia,attribute,,
zeldovich_number,property,,
zenith_angle,property,,"earth_surface_viewpoint_sun__zenith_angle, earth_surface_viewpoint_sun__zenith_angle"
zinc,matter,,
zinc-65,matter,,
zipping,process,,
ziram,matter,,
zirconium,matter,,
zirconium-95,matter,,
zone,part,,
zoning,process,,
zooplankton,phenomenon,,
zumatrichia,attribute,,
