root_quantity,quantity_taxonomic,property_taxonomic,quantity_id,quantity_label,property_type,property_role,property_quantification,process_quantity,condition,attribute,synonym,plural_of,wikipedia_page,L,M,O,T,I,N,lumens,radian,number,currency,unitless_ratio,notes
depth,depth,,initial_leq_depth,initial_leq_depth,,,,,,initial,,,,,,,,,,,,,,,
depth,depth,,mean_depth,mean_depth,,,,,,,,,,,,,,,,,,,,,
depth,depth,,initial_mean_depth,initial_mean_depth,,,,,,initial,,,,,,,,,,,,,,,
depth,depth,,offset_depth,offset_depth,,,,,,,,,,,,,,,,,,,,,
depth,depth,,infiltration_ponding_depth,infiltration_ponding_depth,,,,process_process2_depth,,,,,,,,,,,,,,,,,
depth,depth,,reference_depth,reference_depth,,,,,,reference,,,,,,,,,,,,,,,
depth,depth,,head_reference_depth,head_reference_depth,,,,,,reference,,,,,,,,,,,,,,,
depth,depth,,pressure_head_reference_depth,pressure_head_reference_depth,,,,,,reference,,,,,,,,,,,,,,,
depth,depth,,temperature_reference_depth,temperature_reference_depth,,,,,,reference,,,,,,,,,,,,,,,
depth,depth,,reworking_depth,reworking_depth,,,,process_depth,,,,,,,,,,,,,,,,,
depth,depth,,secchi_depth,secchi_depth,,,,,,,,,,,,,,,,,,,,,
depth,depth,,thaw_depth,thaw_depth,,,,process_depth,,,,,https://en.wikipedia.org/wiki/Thaw_depth,,,,,,,,,,,,
depth-vs-discharge_coefficient,depth-vs-discharge_coefficient,,hydraulic_geometry_depth-vs-discharge_coefficient,hydraulic_geometry_depth-vs-discharge_coefficient,,,,,,,,,,,,,,,,,,,,,
depth-vs-discharge_exponent,depth-vs-discharge_exponent,,hydraulic_geometry_depth-vs-discharge_exponent,hydraulic_geometry_depth-vs-discharge_exponent,,,,,,,,,,,,,,,,,,,,,
depth-vs-half-width_exponent,depth-vs-half-width_exponent,,hydraulic_geometry_depth-vs-half-width_exponent,hydraulic_geometry_depth-vs-half-width_exponent,,,,,,,,,,,,,,,,,,,,,
diameter,diameter,,d50_diameter,d50_diameter,,,,,,,,,,,,,,,,,,,,,
diameter,diameter,,d84_diameter,d84_diameter,,,,,,,,,,,,,,,,,,,,,
diameter,diameter,,mean_diameter,mean_diameter,,,,,,,,,,,,,,,,,,,,,
diffusivity,diffusivity,,energy_diffusivity,energy_diffusivity,,,,,,,,,,,,,,,,,,,,,
diffusivity,diffusivity,,horizontal_diffusivity,horizontal_diffusivity,,,,,,,,,,,,,,,,,,,,,
diffusivity,diffusivity,,vertical_diffusivity,vertical_diffusivity,,,,,,,,,,,,,,,,,,,,,
diffusivity,diffusivity,,magnetic_diffusivity,magnetic_diffusivity,,,,,,,,,https://en.wikipedia.org/wiki/Magnetic_diffusivity,,,,,,,,,,,,
diffusivity,diffusivity,,mass_diffusivity,mass_diffusivity,,,,,,,diffusion_coefficient,,https://en.wikipedia.org/wiki/Mass_diffusivity,2,,,-1,,,,,,,,
diffusivity,diffusivity,,momentum_diffusivity,momentum_diffusivity,,,,,,,,,,,,,,,,,,,,,
diffusivity,energy_diffusivity,,kinetic_energy_diffusivity,kinetic_energy_diffusivity,,,,,,kinetic,,,,,,,,,,,,,,,
diffusivity,energy_diffusivity,,turbulent_kinetic_energy_diffusivity,turbulent_kinetic_energy_diffusivity,,,,,,"kinetic, turbulent",,,,,,,,,,,,,,,
diffusivity,turbulent_kinetic_energy_diffusivity,,vertical_turbulent_kinetic_energy_diffusivity,vertical_turbulent_kinetic_energy_diffusivity,,,,,,vertical,,,,,,,,,,,,,,,
diffusivity,turbulent_kinetic_energy_diffusivity,,horizontal_turbulent_kinetic_energy_diffusivity,horizontal_turbulent_kinetic_energy_diffusivity,,,,,,horizontal,,,,,,,,,,,,,,,
diffusivity,energy_diffusivity,,thermal_diffusivity,thermal_diffusivity,,,,,,thermal,,,,,,,,,,,,,,,
diffusivity,thermal_diffusivity,,horizontal_thermal_diffusivity,horizontal_thermal_diffusivity,,,,,,horizontal,,,,,,,,,,,,,,,
diffusivity,thermal_diffusivity,,vertical_thermal_diffusivity,vertical_thermal_diffusivity,,,,,,vertical,,,,,,,,,,,,,,,
diffusivity,mass_diffusivity,,vertical_mass_diffusivity,vertical_mass_diffusivity,,,,,,vertical,vertical_diffusion_coefficient,,,,,,,,,,,,,,
,,,abbe_number,abbe_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/wiki/Abbe_number,,,,,,,,,,,,
,,,archimedes_number,archimedes_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/wiki/Archimedes_number,,,,,,,,,,,,
,,,arrhenius_number,arrhenius_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/wiki/Arrhenius_equation,,,,,,,,,,,,
,,,atwood_number,atwood_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/wiki/Atwood_number,,,,,,,,,,,,
,,,bagnold_number,bagnold_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/wiki/Bagnold_number,,,,,,,,,,,,
,,,bejan_number,bejan_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/wiki/Bejan_number,,,,,,,,,,,,
,,,bingham_number,bingham_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/wiki/Herschel%E2%80%93Bulkley_fluid#Channel_flow,,,,,,,,,,,,
,,,biot_number,biot_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/wiki/Biot_number,,,,,,,,,,,,
,,,blake_number,blake_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/wiki/Blake_number,,,,,,,,,,,,
,,,bodenstein_number,bodenstein_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/w/index.php?title=Bodenstein_number&action=edit&redlink=1,,,,,,,,,,,,
,,,brinkman_number,brinkman_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/wiki/Brinkman_number,,,,,,,,,,,,
,,,brownell-katz_number,brownell-katz_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/w/index.php?title=Brownell%E2%80%93Katz_number&action=edit&redlink=1,,,,,,,,,,,,
,,,capillary_number,capillary_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/wiki/Capillary_number,,,,,,,,,,,,
,,,chandrasekhar_number,chandrasekhar_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/wiki/Chandrasekhar_number,,,,,,,,,,,,
,,,courant_number,courant_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/wiki/Courant-Friedrichs-Lewy_condition,,,,,,,,,,,,
,,,damkohler_number,damkohler_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/wiki/Damkohler_number,,,,,,,,,,,,
,,,darcy_number,darcy_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/wiki/Darcy_number,,,,,,,,,,,,
,,,dean_number,dean_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/wiki/Dean_number,,,,,,,,,,,,
,,,deborah_number,deborah_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/wiki/Deborah_number,,,,,,,,,,,,
,,,dukhin_number,dukhin_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/wiki/Dukhin_number,,,,,,,,,,,,
,,,dvorak_number,dvorak_number,dimensionless_number,,,,,,,,,,,,,,,,,,,,
,,,dvorak_current_intensity_number,dvorak_current_intensity_number,dimensionless_number,,,,,,,,,,,,,,,,,,,,
,,,eckert_number,eckert_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/wiki/Eckert_number,,,,,,,,,,,,
,,,ekman_number,ekman_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/wiki/Ekman_number,,,,,,,,,,,,
,,,ericksen_number,ericksen_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/wiki/Ericksen_number,,,,,,,,,,,,
,,,etovos_number,etovos_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/wiki/E%C3%B6tv%C3%B6s_number,,,,,,,,,,,,
,,,euler_number,euler_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/wiki/Euler_number_(physics),,,,,,,,,,,,
,,,eulers_number,eulers_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/wiki/Euler%27s_number,,,,,,,,,,,,
,,,foppl-von-karman_number,foppl-von-karman_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/wiki/F%C3%B6ppl%E2%80%93von_K%C3%A1rm%C3%A1n_equations,,,,,,,,,,,,
,,,fourier_number,fourier_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/wiki/Fourier_number,,,,,,,,,,,,
,,,fresnel_number,fresnel_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/wiki/Fresnel_number,,,,,,,,,,,,
,,,froude_number,froude_number,dimensionless_number,,,,,,,,http://en.wikipedia.org/wiki/Froude_number,,,,,,,,,,,,
,,,galilei_number,galilei_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/wiki/Galilei_number,,,,,,,,,,,,
,,,gortler_number,gortler_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/wiki/G%C3%B6rtler_vortices,,,,,,,,,,,,
,,,graetz_number,graetz_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/wiki/Graetz_number,,,,,,,,,,,,
,,,grashof_number,grashof_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/wiki/Grashof_number,,,,,,,,,,,,
,,,hagen_number,hagen_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/wiki/Hagen_number,,,,,,,,,,,,
,,,hatta_number,hatta_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/wiki/Hatta_number,,,,,,,,,,,,
,,,iribarren_number,iribarren_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/wiki/Iribarren_number,,,,,,,,,,,,
,,,jakob_number,jakob_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/w/index.php?title=Jakob_number&action=edit&redlink=1,,,,,,,,,,,,
,,,karlovitz_number,karlovitz_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/wiki/B%C3%A9la_Karlovitz,,,,,,,,,,,,
,,,keulegan-carpenter_number,keulegan-carpenter_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/wiki/Keulegan%E2%80%93Carpenter_number,,,,,,,,,,,,
,,,knudsen_number,knudsen_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/wiki/Knudsen_number,,,,,,,,,,,,
,,,k-t-over-v_number,k-t-over-v_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/wiki/Kt/V,,,,,,,,,,,,
,,,kutateladze_number,kutateladze_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/w/index.php?title=Kutateladze_number&action=edit&redlink=1,,,,,,,,,,,,
,,,laplace_number,laplace_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/wiki/Laplace_number,,,,,,,,,,,,
,,,lewis_number,lewis_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/wiki/Lewis_number,,,,,,,,,,,,
,,,h_love_number,h_love_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/wiki/Love_number,,,,,,,,,,,,
,,,k_love_number,k_love_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/wiki/Love_number,,,,,,,,,,,,
,,,lundquist_number,lundquist_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/wiki/Lundquist_number,,,,,,,,,,,,
,,,mach_number,mach_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/wiki/Mach_number,,,,,,,,,,,,
,,,magnetic_reynolds_number,magnetic_reynolds_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/wiki/Magnetic_Reynolds_number,,,,,,,,,,,,
,,,marangoni_number,marangoni_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/wiki/Marangoni_number,,,,,,,,,,,,
,,,markstein_number,markstein_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/wiki/Markstein_number,,,,,,,,,,,,
,,,morton_number,morton_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/wiki/Morton_number,,,,,,,,,,,,
,,,nusselt_number,nusselt_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/wiki/Nusselt_number,,,,,,,,,,,,
,,,ohnesorge_number,ohnesorge_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/wiki/Ohnesorge_number,,,,,,,,,,,,
,,,peclet_number,peclet_number,dimensionless_number,,,,,,,,http://en.wikipedia.org/wiki/Peclet_number,,,,,,,,,,,,
,,,peel_number,peel_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/w/index.php?title=Peel_number&action=edit&redlink=1,,,,,,,,,,,,
,,,power_number,power_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/wiki/Power_number,,,,,,,,,,,,
,,,prandtl_number,prandtl_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/wiki/Prandtl_number,,,,,,,,,,,,
,,,prater_number,prater_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/w/index.php?title=Prater_number&action=edit&redlink=1,,,,,,,,,,,,
,,,rayleigh_number,rayleigh_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/wiki/Rayleigh_number,,,,,,,,,,,,
,,,reynolds_number,reynolds_number,dimensionless_number,,,,,,,,http://en.wikipedia.org/wiki/Reynolds_number,,,,,,,,,,,,
,,,richardson_number,richardson_number,dimensionless_number,,,,,,,,http://en.wikipedia.org/wiki/Richardson_number,,,,,,,,,,,,
,,,bulk_richardson_number,bulk_richardson_number,dimensionless_number,,,,,,,,,,,,,,,,,,,,
,,,flux_richardson_number,flux_richardson_number,dimensionless_number,,,,,,,,,,,,,,,,,,,,
,,,gradient_richardson_number,gradient_richardson_number,dimensionless_number,,,,,,,,,,,,,,,,,,,,
,,,roshko_number,roshko_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/wiki/Roshko_number,,,,,,,,,,,,
,,,rossby_number,rossby_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/wiki/Rossby_number,,,,,,,,,,,,
,,,rouse_number,rouse_number,dimensionless_number,,,,,,,,http://en.wikipedia.org/wiki/Rouse_number,,,,,,,,,,,,
,,,schmidt_number,schmidt_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/wiki/Schmidt_number,,,,,,,,,,,,
,,,sherwood_number,sherwood_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/wiki/Sherwood_number,,,,,,,,,,,,
,,,sommerfeld_number,sommerfeld_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/wiki/Sommerfeld_number,,,,,,,,,,,,
,,,standard_refractive_index,standard_refractive_index,dimensionless_number,,,,,,,,https://en.wikipedia.org/wiki/Refractive_index,,,,,,,,,,,,
,,,stanton_number,stanton_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/wiki/Stanton_number,,,,,,,,,,,,
,,,stefan_number,stefan_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/wiki/Stefan_number,,,,,,,,,,,,
,,,stokes_number,stokes_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/wiki/Stokes_number,,,,,,,,,,,,
,,,strouhal_number,strouhal_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/wiki/Strouhal_number,,,,,,,,,,,,
,,,stuart_number,stuart_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/wiki/Stuart_number,,,,,,,,,,,,
,,,taylor_number,taylor_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/wiki/Taylor_number,,,,,,,,,,,,
,,,ursell_number,ursell_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/wiki/Ursell_number,,,,,,,,,,,,
,,,vadasz_number,vadasz_number,dimensionless_number,,,,,,,,https://en.wikipedia.org/w/index.php?title=Vadasz_number&action=edit&redlink=1,,,,,,,,,,,,
