matter_taxonomic,matter_id,matter_label,attribute,synonym,plural_of,wikipedia_page
compound,n-eicosane,n-eicosane,,"Eicosane, icosane",,https://en.wikipedia.org/wiki/Icosane
compound,n-ethylcyclohexylamine,n-ethylcyclohexylamine,,"Cyclohexanamine,-N-ethyl-",,
compound,n-hexacosane,n-hexacosane,,Hexacosane,,https://en.wikipedia.org/wiki/Higher_alkanes
compound,n-hexadecane,n-hexadecane,,Hexadecane,,https://en.wikipedia.org/wiki/Hexadecane
compound,n-hexatriacontane,n-hexatriacontane,,Hexatriacontane,,https://en.wikipedia.org/wiki/Higher_alkanes#Hentriacontane_to_hexatriacontane
compound,n-methyl-2-chlorophenyl-carbamate,n-methyl-2-chlorophenyl-carbamate,,,,
compound,n-nitrosodi-n-butylamine,n-nitrosodi-n-butylamine,,,,
compound,n-nitrosodi-n-propylamine,n-nitrosodi-n-propylamine,,,,
compound,n-nitrosodiethylamine,n-nitrosodiethylamine,,,,https://en.wikipedia.org/wiki/N-Nitrosodiethylamine
compound,n-nitrosodimethylamine,n-nitrosodimethylamine,,"ndma, dmn, dimethylnitrosamine",,https://en.wikipedia.org/wiki/N-Nitrosodimethylamine
compound,n-nitrosodiphenylamine,n-nitrosodiphenylamine,,,,
compound,n-nitrosomethylethylamine,n-nitrosomethylethylamine,,,,
compound,n-nitrosomorpholine,n-nitrosomorpholine,,,,
compound,n-nitrosopiperidine,n-nitrosopiperidine,,,,
compound,n-nitrosopyrrolidine,n-nitrosopyrrolidine,,,,
compound,n-nonadecane,n-nonadecane,,Nonadecane,,https://en.wikipedia.org/wiki/Nonadecane
compound,n-nonane,n-nonane,,Nonane,,https://en.wikipedia.org/wiki/Nonane
compound,n-octacosane,n-octacosane,,Octacosane,,https://en.wikipedia.org/wiki/Higher_alkanes
compound,n-octadecane,n-octadecane,,Octadecane,,https://en.wikipedia.org/wiki/Octadecane
compound,n-pentane,n-pentane,,Pentane,,https://en.wikipedia.org/wiki/Pentane
compound,n-propylbenzene,n-propylbenzene,,phenylpropane,,https://en.wikipedia.org/wiki/N-Propylbenzene
compound,n-tetracosane,n-tetracosane,,"Tetracosane, tetrakosane",,https://en.wikipedia.org/wiki/Tetracosane
compound,n-tetradecane,n-tetradecane,,Tetradecane,,https://en.wikipedia.org/wiki/Tetradecane
compound,n-triacontane,n-triacontane,,Triacontane,,https://en.wikipedia.org/wiki/Higher_alkanes
compound,"n,n-diethyl-m-toluamide","n,n-diethyl-m-toluamide",,"DEET, diethyltoulamide",,https://en.wikipedia.org/wiki/DEET
compound,naled,naled,,dibrom,,https://en.wikipedia.org/wiki/Naled
compound,naphthalene,naphthalene,,,,https://en.wikipedia.org/wiki/Naphthalene
compound,naphthalenes,naphthalenes,,,napthalene,
compound,napropamide,napropamide,,,,
compound,neburon,neburon,,,,
compound,nicosulfuron,nicosulfuron,,,,
compound,nicotine,nicotine,,,,https://en.wikipedia.org/wiki/Nicotine
compound,nitrapyrin,nitrapyrin,,,,https://en.wikipedia.org/wiki/Nitrapyrin
compound,nitrate,nitrate,,,,https://en.wikipedia.org/wiki/Nitrate
compound,nitrates,nitrates,,,nitrate,
compound,nitric-acid-trihydrate,nitric-acid-trihydrate,,,,
compound,nitrite,nitrite,,,,https://en.wikipedia.org/wiki/Nitrite
compound,nitrobenzene,nitrobenzene,,,,https://en.wikipedia.org/wiki/Nitrobenzene
compound,nitrogen-dioxide,nitrogen-dioxide,,,,https://en.wikipedia.org/wiki/Nitrogen_dioxide
compound,nitrogen-monoxide,nitrogen-monoxide,,,,https://en.wikipedia.org/wiki/Nitric_oxide
compound,nitroglycerin,nitroglycerin,,"ng, tnc, trinitroglycerin, trinitroglycerine, gtn, glyceryl-trinitrate, 1,2,3-trinitroxypropane",,https://en.wikipedia.org/wiki/Nitroglycerin
compound,nitromethane,nitromethane,,,,https://en.wikipedia.org/wiki/Nitromethane
compound,nitrous-oxide,nitrous-oxide,,,,https://en.wikipedia.org/wiki/Nitrous_oxide
compound,nmvoc,nmvoc,,,,https://en.wikipedia.org/wiki/Non-methane_volatile_organic_compound
compound,nodularin,nodularin,,,,https://en.wikipedia.org/wiki/Nodularin
compound,nonachlorobiphenyl,nonachlorobiphenyl,,,,
compound,norethindrone,norethindrone,,Norethisterone,,https://en.wikipedia.org/wiki/Norethisterone
compound,norflurazon,norflurazon,,,,
compound,nox,nox,,,,https://en.wikipedia.org/wiki/NOx
compound,o-cresol,o-cresol,,2-methylphenol,,https://en.wikipedia.org/wiki/O-Cresol
compound,o-ethyl-o-methyl-s-propyl-phosphorothioate,o-ethyl-o-methyl-s-propyl-phosphorothioate,,,,
compound,o-ethyl-s-propyl-phosphorothioate,o-ethyl-s-propyl-phosphorothioate,,,,
compound,o-toluidine,o-toluidine,,,,https://en.wikipedia.org/wiki/Toluidine
compound,o-xylene,o-xylene,,,,https://en.wikipedia.org/wiki/O-Xylene
compound,"o,o,o-triethyl-phosphorothioate","o,o,o-triethyl-phosphorothioate",,,,
compound,"o,p'-ddd","o,p'-ddd",,"mitotane, lysodren",,https://en.wikipedia.org/wiki/Mitotane
compound,"o,p'-dde","o,p'-dde",,,,https://en.wikipedia.org/wiki/Dichlorodiphenyldichloroethylene
compound,"o,p'-ddt","o,p'-ddt",,,,https://en.wikipedia.org/wiki/DDT
compound,"o,p'-methoxychlor","o,p'-methoxychlor",,"Benzene,-1-methoxy-2-[2,2,2-trichloro-1-(4-methoxyphenyl)ethyl]-",,
compound,octachlorobiphenyl,octachlorobiphenyl,,,,
compound,octachlorostyrene,octachlorostyrene,,,,
compound,octane,octane,,,,https://en.wikipedia.org/wiki/Octane
compound,octyl methoxycinnamate,octyl methoxycinnamate,,2-Ethylhexyl-p-methoxycinnamate,,https://en.wikipedia.org/wiki/Octyl_methoxycinnamate
compound,oil,oil,,,,https://en.wikipedia.org/wiki/Oil
compound,omethoate,omethoate,,,,https://en.wikipedia.org/wiki/Omethoate
compound,orthophosphate,orthophosphate,,,,https://en.wikipedia.org/wiki/Phosphoric_acids_and_phosphates#Orthophosphate
compound,oryzalin,oryzalin,,,,https://en.wikipedia.org/wiki/Oryzalin
compound,osmium,osmium,,,,https://en.wikipedia.org/wiki/Osmium
compound,oxadiazon,oxadiazon,,,,
compound,oxamyl,oxamyl,,,,https://en.wikipedia.org/wiki/Oxamyl
compound,oxamyl-oxime,oxamyl-oxime,,,,
compound,oxidizer,oxidizer,,,,https://en.wikipedia.org/wiki/Oxidizing_agent
compound,oxychlordane,oxychlordane,,chlordane,,https://en.wikipedia.org/wiki/Oxychlordane
compound,oxyfluorfen,oxyfluorfen,,,,
compound,oxytetracycline,oxytetracycline,,,,https://en.wikipedia.org/wiki/Oxytetracycline
compound,ozone,ozone,,,,http://en.wikipedia.org/wiki/Ozone
compound,p-cresol,p-cresol,,4-methylphenol,,https://en.wikipedia.org/wiki/P-Cresol
compound,p-xylene,p-xylene,,,,https://en.wikipedia.org/wiki/P-Xylene
compound,"p,p'-ddd","p,p'-ddd",,,,https://en.wikipedia.org/wiki/Dichlorodiphenyldichloroethane
compound,"p,p'-dde","p,p'-dde",,,,https://en.wikipedia.org/wiki/Dichlorodiphenyldichloroethylene
compound,"p,p'-ddt","p,p'-ddt",,,,https://en.wikipedia.org/wiki/DDT
compound,"p,p'-ethyl-ddd","p,p'-ethyl-ddd",,,,
compound,"p,p'-methoxychlor","p,p'-methoxychlor",,Methoxychlor,,https://en.wikipedia.org/wiki/Methoxychlor
compound,panthenol,panthenol,,"(+)-Panthenol, pantothenol",,https://en.wikipedia.org/wiki/Panthenol
compound,paraoxon,paraoxon,,,,https://en.wikipedia.org/wiki/Paraoxon
compound,paraquat,paraquat,,,,https://en.wikipedia.org/wiki/Paraquat
compound,parathion,parathion,,"parathion-ethyl, diethyl-parathion",,https://en.wikipedia.org/wiki/Parathion
compound,pcb-congener,pcb-congener,,,,https://en.wikipedia.org/wiki/Polychlorinated_biphenyl
pcb-congener,pcb-congener-1,pcb-congener-1,,2-Chlorobiphenyl,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-10,pcb-congener-10,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-100,pcb-congener-100,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-101,pcb-congener-101,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-102,pcb-congener-102,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-103,pcb-congener-103,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-104,pcb-congener-104,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-105,pcb-congener-105,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-106,pcb-congener-106,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-107,pcb-congener-107,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-108,pcb-congener-108,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-109,pcb-congener-109,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-11,pcb-congener-11,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-110,pcb-congener-110,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-111,pcb-congener-111,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-112,pcb-congener-112,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-113,pcb-congener-113,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-114,pcb-congener-114,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-115,pcb-congener-115,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-116,pcb-congener-116,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-117,pcb-congener-117,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-118,pcb-congener-118,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-119,pcb-congener-119,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-12,pcb-congener-12,,"3,4-Dichlorobiphenyl",,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-120,pcb-congener-120,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-121,pcb-congener-121,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-122,pcb-congener-122,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-123,pcb-congener-123,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-124,pcb-congener-124,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-125,pcb-congener-125,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-126,pcb-congener-126,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-127,pcb-congener-127,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-128,pcb-congener-128,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-129,pcb-congener-129,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-13,pcb-congener-13,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-130,pcb-congener-130,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-131,pcb-congener-131,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-132,pcb-congener-132,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-133,pcb-congener-133,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-134,pcb-congener-134,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-135,pcb-congener-135,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-136,pcb-congener-136,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-137,pcb-congener-137,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-138,pcb-congener-138,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-139,pcb-congener-139,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-14,pcb-congener-14,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-140,pcb-congener-140,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-141,pcb-congener-141,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-142,pcb-congener-142,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-143,pcb-congener-143,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-144,pcb-congener-144,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-145,pcb-congener-145,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-146,pcb-congener-146,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-147,pcb-congener-147,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-148,pcb-congener-148,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-149,pcb-congener-149,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-15,pcb-congener-15,,"4,4'-Dichlorobiphenyl",,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-150,pcb-congener-150,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-151,pcb-congener-151,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-152,pcb-congener-152,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-153,pcb-congener-153,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-154,pcb-congener-154,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-155,pcb-congener-155,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-156,pcb-congener-156,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-157,pcb-congener-157,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-158,pcb-congener-158,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-159,pcb-congener-159,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-16,pcb-congener-16,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-160,pcb-congener-160,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-161,pcb-congener-161,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-162,pcb-congener-162,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-163,pcb-congener-163,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-164,pcb-congener-164,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-165,pcb-congener-165,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-166,pcb-congener-166,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-167,pcb-congener-167,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-168,pcb-congener-168,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-169,pcb-congener-169,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-17,pcb-congener-17,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-170,pcb-congener-170,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-171,pcb-congener-171,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-172,pcb-congener-172,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-173,pcb-congener-173,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-174,pcb-congener-174,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-175,pcb-congener-175,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-176,pcb-congener-176,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-177,pcb-congener-177,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-178,pcb-congener-178,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-179,pcb-congener-179,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-18,pcb-congener-18,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-180,pcb-congener-180,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-181,pcb-congener-181,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-182,pcb-congener-182,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-183,pcb-congener-183,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-184,pcb-congener-184,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-185,pcb-congener-185,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-186,pcb-congener-186,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-187,pcb-congener-187,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-188,pcb-congener-188,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-189,pcb-congener-189,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-19,pcb-congener-19,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-190,pcb-congener-190,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-191,pcb-congener-191,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-192,pcb-congener-192,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-193,pcb-congener-193,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-194,pcb-congener-194,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-195,pcb-congener-195,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-196,pcb-congener-196,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-197,pcb-congener-197,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-198,pcb-congener-198,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-199,pcb-congener-199,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-2,pcb-congener-2,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-20,pcb-congener-20,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-200,pcb-congener-200,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-201,pcb-congener-201,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-202,pcb-congener-202,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-203,pcb-congener-203,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-204,pcb-congener-204,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-205,pcb-congener-205,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-206,pcb-congener-206,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-207,pcb-congener-207,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-208,pcb-congener-208,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-209,pcb-congener-209,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-21,pcb-congener-21,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-22,pcb-congener-22,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-23,pcb-congener-23,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-24,pcb-congener-24,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-25,pcb-congener-25,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-26,pcb-congener-26,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-27,pcb-congener-27,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-28,pcb-congener-28,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-29,pcb-congener-29,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-3,pcb-congener-3,,4-Chlorobiphenyl,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-30,pcb-congener-30,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-31,pcb-congener-31,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-32,pcb-congener-32,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-33,pcb-congener-33,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-34,pcb-congener-34,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-35,pcb-congener-35,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-36,pcb-congener-36,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-37,pcb-congener-37,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-38,pcb-congener-38,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-39,pcb-congener-39,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-4,pcb-congener-4,,"2,2'-Dichlorobiphenyl",,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-40,pcb-congener-40,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-41,pcb-congener-41,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-42,pcb-congener-42,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-43,pcb-congener-43,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-44,pcb-congener-44,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-45,pcb-congener-45,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-46,pcb-congener-46,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-47,pcb-congener-47,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-48,pcb-congener-48,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-49,pcb-congener-49,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-5,pcb-congener-5,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-50,pcb-congener-50,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-51,pcb-congener-51,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-52,pcb-congener-52,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-53,pcb-congener-53,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-54,pcb-congener-54,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-55,pcb-congener-55,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-56,pcb-congener-56,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-57,pcb-congener-57,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-58,pcb-congener-58,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-59,pcb-congener-59,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-6,pcb-congener-6,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-60,pcb-congener-60,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-61,pcb-congener-61,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-62,pcb-congener-62,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-63,pcb-congener-63,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-64,pcb-congener-64,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-65,pcb-congener-65,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-66,pcb-congener-66,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-67,pcb-congener-67,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-68,pcb-congener-68,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-69,pcb-congener-69,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-7,pcb-congener-7,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-70,pcb-congener-70,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-71,pcb-congener-71,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-72,pcb-congener-72,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-73,pcb-congener-73,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-74,pcb-congener-74,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-75,pcb-congener-75,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-76,pcb-congener-76,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-77,pcb-congener-77,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-78,pcb-congener-78,,,,https://en.wikipedia.org/wiki/PCB_congener_list
pcb-congener,pcb-congener-79,pcb-congener-79,,,,https://en.wikipedia.org/wiki/PCB_congener_list
