phenomenon_id,participant1,participant1cat,participant1cattype,participant1class,participant2,participant2cat,participant2cattype,participant2class,participant3,participant3cat,participant3cattype,participant3class,participant4,participant4cat,participant4cattype,participant4class,participant5,participant5cat,participant5cattype,participant5class
(sea_surface)@context~in_(water_wave_crest_x-section_vertex),sea_surface,context,in,"phenomenon, ",water_wave_crest_x-section_vertex,,,"phenomenon, ",,,,,,,,,,,,
(sea_surface)@context~in_(water_wave_crestline),sea_surface,context,in,"phenomenon, ",water_wave_crestline,,,"phenomenon, ",,,,,,,,,,,,
(sea_surface)@context~in_(water_wave_orbit),sea_surface,context,in,"phenomenon, ",water_wave_orbit,,,"phenomenon, ",,,,,,,,,,,,
(sea_surface)@context~in_(water_wave_ray),sea_surface,context,in,"phenomenon, ",water_wave_ray,,,"phenomenon, ",,,,,,,,,,,,
(sea_surface)@context~in_(water_wave~breaking),sea_surface,context,in,"phenomenon, ",water_wave~breaking,,,"phenomenon, ",,,,,,,,,,,,
(sea_surface)@context~in_water,sea_surface,context,in,"phenomenon, ",water,,,"matter, ",,,,,,,,,,,,
(sea_surface)@context~sink_(atmosphere@role~source_water@role~main_precipitation),sea_surface,context,sink,"phenomenon, ",atmosphere@role~source_water@role~main_precipitation,,,,,,,,,,,,,,,
(sea_surface)@context~sink_radiation~incoming~shortwave,sea_surface,context,sink,"phenomenon, ",radiation~incoming~shortwave,,,"phenomenon, ",,,,,,,,,,,,
(sea_surface)@context~source_radiation~outgoing~longwave,sea_surface,context,source,"phenomenon, ",radiation~outgoing~longwave,,,"phenomenon, ",,,,,,,,,,,,
(snowpack_top)@context~above_air,snowpack_top,context,above,"body, ",air,,,"matter, ",,,,,,,,,,,,
(soil_layer)@context~in_(matter~organic~stabilized@medium_carbon),soil_layer,context,in,"body, ",matter~organic~stabilized@medium_carbon,,,,,,,,,,,,,,,
(soil_pool~stabilized)@context~in_carbon,soil_pool~stabilized,context,in,"body, ",carbon,,,"matter, ",,,,,,,,,,,,
(soil_profile)@context~in_ammonium-as-nitrogen,soil_profile,context,in,"phenomenon, ",ammonium-as-nitrogen,,,"matter, ",,,,,,,,,,,,
(soil_profile)@context~in_nitrate-as-nitrogen,soil_profile,context,in,"phenomenon, ",nitrate-as-nitrogen,,,"matter, ",,,,,,,,,,,,
(soil_surface)@context~on_(residue~standing@context~in_(carbon@role~numerator_nitrogen@role~denominator)),soil_surface,context,on,"phenomenon, ",residue~standing@context~in_(carbon@role~numerator_nitrogen@role~denominator),,,,,,,,,,,,,,,
(soil_surface)@context~on_(water_runoff),soil_surface,context,on,"phenomenon, ",water_runoff,,,"phenomenon, ",,,,,,,,,,,,
(substrates~organic_decomposition)@context~source_(nitrogen_mineralization),substrates~organic_decomposition,context,source,"phenomenon, ",nitrogen_mineralization,,,"phenomenon, ",,,,,,,,,,,,
(vegetation_canopy)@context~source_(water_evaporation),vegetation_canopy,context,source,"body, ",water_evaporation,,,"phenomenon, ",,,,,,,,,,,,
(water@medium_diatoms)@context~in_carbon,water@medium_diatoms,context,in,,carbon,,,"matter, ",,,,,,,,,,,,
(water@medium_diatoms)@context~in_chlorophyll,water@medium_diatoms,context,in,,chlorophyll,,,"matter, ",,,,,,,,,,,,
(water@medium_diatoms)@context~in_nitrogen,water@medium_diatoms,context,in,,nitrogen,,,"matter, ",,,,,,,,,,,,
(water_flowing)@context~in_(debris_flow),water_flowing,context,in,"phenomenon, ",debris_flow,,,"phenomenon, ",,,,,,,,,,,,
(water_molecule)@context~part_(bond~h-o_dissociation),water_molecule,context,part,"body, ",bond~h-o_dissociation,,,"phenomenon, ",,,,,,,,,,,,
(water_molecule)@context~part_bond~h-o,water_molecule,context,part,"body, ",bond~h-o,,,"phenomenon, ",,,,,,,,,,,,
(water_molecule)@context~part_bond~h-o-h,water_molecule,context,part,"body, ",bond~h-o-h,,,"phenomenon, ",,,,,,,,,,,,
(water_molecule)@context~part_hydrogen,water_molecule,context,part,"body, ",hydrogen,,,"matter, ",,,,,,,,,,,,
aerosol@context~source_radiation~outgoing~longwave~downward,aerosol,context,source,"form, attribute, ",radiation~outgoing~longwave~downward,,,"phenomenon, ",,,,,,,,,,,,
aerosol@context~source_radiation~outgoing~longwave~upward,aerosol,context,source,"form, attribute, ",radiation~outgoing~longwave~upward,,,"phenomenon, ",,,,,,,,,,,,
air@context~in_helium-plume,air,context,in,"matter, ",helium-plume,,,"body, ",,,,,,,,,,,,
air@context~in_radiation~visible,air,context,in,"matter, ",radiation~visible,,,"phenomenon, ",,,,,,,,,,,,
air@context~in_water~liquid~20C,air,context,in,"matter, ",water~liquid~20C,,,"matter, ",,,,,,,,,,,,
air@context~in_water~vapor,air,context,in,"matter, ",water~vapor,,,"matter, ",,,,,,,,,,,,
atmosphere@context~in_((air_flowing)@medium_sediment~suspended),atmosphere,context,in,"body, ",(air_flowing)@medium_sediment~suspended,,,,,,,,,,,,,,,
atmosphere@context~in_((air_flowing)@medium_snow~suspended),atmosphere,context,in,"body, ",(air_flowing)@medium_snow~suspended,,,,,,,,,,,,,,,
atmosphere@context~in_(aerosol@context~source_radiation~outgoing~longwave~downward),atmosphere,context,in,"body, ",aerosol@context~source_radiation~outgoing~longwave~downward,,,,,,,,,,,,,,,
atmosphere@context~in_(aerosol@context~source_radiation~outgoing~longwave~upward),atmosphere,context,in,"body, ",aerosol@context~source_radiation~outgoing~longwave~upward,,,,,,,,,,,,,,,
atmosphere@context~in_(aerosol@role~main_radiation~incoming~shortwave@role~in_absorption),atmosphere,context,in,"body, ",aerosol@role~main_radiation~incoming~shortwave@role~in_absorption,,,,,,,,,,,,,,,
atmosphere@context~in_(aerosol@role~main_radiation~incoming~shortwave@role~in_reflection),atmosphere,context,in,"body, ",aerosol@role~main_radiation~incoming~shortwave@role~in_reflection,,,,,,,,,,,,,,,
atmosphere@context~in_(aerosol@role~main_radiation~incoming~shortwave@role~in_transmission),atmosphere,context,in,"body, ",aerosol@role~main_radiation~incoming~shortwave@role~in_transmission,,,,,,,,,,,,,,,
atmosphere@context~in_(aerosol@role~main_radiation~outgoing~longwave@role~out_emission),atmosphere,context,in,"body, ",aerosol@role~main_radiation~outgoing~longwave@role~out_emission,,,,,,,,,,,,,,,
atmosphere@context~in_(aerosol@role~sink_radiation~incoming~shortwave@role~main_absorption),atmosphere,context,in,"body, ",aerosol@role~sink_radiation~incoming~shortwave@role~main_absorption,,,,,,,,,,,,,,,
atmosphere@context~in_(aerosol@role~sink_radiation~incoming~shortwave@role~main_reflection),atmosphere,context,in,"body, ",aerosol@role~sink_radiation~incoming~shortwave@role~main_reflection,,,,,,,,,,,,,,,
atmosphere@context~in_(aerosol@role~sink_radiation~incoming~shortwave@role~main_transmission),atmosphere,context,in,"body, ",aerosol@role~sink_radiation~incoming~shortwave@role~main_transmission,,,,,,,,,,,,,,,
atmosphere@context~in_(air@medium_(radiation_optical-path)),atmosphere,context,in,"body, ",air@medium_(radiation_optical-path),,,,,,,,,,,,,,,
atmosphere@context~in_(air@medium_attenuation_radiation),atmosphere,context,in,"body, ",air@medium_attenuation_radiation,,,,,,,,,,,,,,,
atmosphere@context~in_(air@medium_bubble-point_water~vapor),atmosphere,context,in,"body, ",air@medium_bubble-point_water~vapor,,,,,,,,,,,,,,,
atmosphere@context~in_(air@medium_carbon-dioxide),atmosphere,context,in,"body, ",air@medium_carbon-dioxide,,,,,,,,,,,,,,,
atmosphere@context~in_(air@medium_dew-point_water~vapor),atmosphere,context,in,"body, ",air@medium_dew-point_water~vapor,,,,,,,,,,,,,,,
atmosphere@context~in_(air@medium_equilibrium_carbon-dioxide),atmosphere,context,in,"body, ",air@medium_equilibrium_carbon-dioxide,,,,,,,,,,,,,,,
atmosphere@context~in_(air@medium_equilibrium_water~vapor),atmosphere,context,in,"body, ",air@medium_equilibrium_water~vapor,,,,,,,,,,,,,,,
atmosphere@context~in_(air@medium_frost-point_water~vapor),atmosphere,context,in,"body, ",air@medium_frost-point_water~vapor,,,,,,,,,,,,,,,
atmosphere@context~in_(air@medium_mercury~gaseous~divalent),atmosphere,context,in,"body, ",air@medium_mercury~gaseous~divalent,,,,,,,,,,,,,,,
atmosphere@context~in_(air@medium_mercury~gaseous~elemental),atmosphere,context,in,"body, ",air@medium_mercury~gaseous~elemental,,,,,,,,,,,,,,,
atmosphere@context~in_(air@medium_mercury~gaseous~monovalent),atmosphere,context,in,"body, ",air@medium_mercury~gaseous~monovalent,,,,,,,,,,,,,,,
atmosphere@context~in_(air@medium_nitrogen~atomic),atmosphere,context,in,"body, ",air@medium_nitrogen~atomic,,,,,,,,,,,,,,,
atmosphere@context~in_(air@medium_nmvoc~anthropogenic-as-carbon),atmosphere,context,in,"body, ",air@medium_nmvoc~anthropogenic-as-carbon,,,,,,,,,,,,,,,
atmosphere@context~in_(air@medium_nmvoc~biogenic-as-carbon),atmosphere,context,in,"body, ",air@medium_nmvoc~biogenic-as-carbon,,,,,,,,,,,,,,,
atmosphere@context~in_(air@medium_refraction_radiation),atmosphere,context,in,"body, ",air@medium_refraction_radiation,,,,,,,,,,,,,,,
atmosphere@context~in_(air@medium_saturated_carbon-dioxide),atmosphere,context,in,"body, ",air@medium_saturated_carbon-dioxide,,,,,,,,,,,,,,,
atmosphere@context~in_(air@medium_saturated_water~vapor),atmosphere,context,in,"body, ",air@medium_saturated_water~vapor,,,,,,,,,,,,,,,
atmosphere@context~in_(air@medium_water~vapor),atmosphere,context,in,"body, ",air@medium_water~vapor,,,,,,,,,,,,,,,
atmosphere@context~in_(air_convection),atmosphere,context,in,"body, ",air_convection,,,"phenomenon, ",,,,,,,,,,,,
atmosphere@context~in_(air_flowing),atmosphere,context,in,"body, ",air_flowing,,,"phenomenon, ",,,,,,,,,,,,
atmosphere@context~in_(air_isentropic-process),atmosphere,context,in,"body, ",air_isentropic-process,,,"phenomenon, ",,,,,,,,,,,,
atmosphere@context~in_(air_isobaric-process),atmosphere,context,in,"body, ",air_isobaric-process,,,"phenomenon, ",,,,,,,,,,,,
atmosphere@context~in_(air_isochoric-process),atmosphere,context,in,"body, ",air_isochoric-process,,,"phenomenon, ",,,,,,,,,,,,
atmosphere@context~in_(air_isothermal-process),atmosphere,context,in,"body, ",air_isothermal-process,,,"phenomenon, ",,,,,,,,,,,,
atmosphere@context~in_(air_saturated_adiabatic-process),atmosphere,context,in,"body, ",air_saturated_adiabatic-process,,,"phenomenon, ",,,,,,,,,,,,
atmosphere@context~in_(air~dry_adiabatic-process),atmosphere,context,in,"body, ",air~dry_adiabatic-process,,,"phenomenon, ",,,,,,,,,,,,
atmosphere@context~in_(ball_falling),atmosphere,context,in,"body, ",ball_falling,,,"phenomenon, ",,,,,,,,,,,,
atmosphere@context~in_(clouds@context~source_radiation~outgoing~longwave~downward),atmosphere,context,in,"body, ",clouds@context~source_radiation~outgoing~longwave~downward,,,,,,,,,,,,,,,
atmosphere@context~in_(clouds@context~source_radiation~outgoing~longwave~upward),atmosphere,context,in,"body, ",clouds@context~source_radiation~outgoing~longwave~upward,,,,,,,,,,,,,,,
atmosphere@context~in_(clouds@role~main_radiation~incoming~shortwave@role~in_absorption),atmosphere,context,in,"body, ",clouds@role~main_radiation~incoming~shortwave@role~in_absorption,,,,,,,,,,,,,,,
atmosphere@context~in_(clouds@role~main_radiation~incoming~shortwave@role~in_reflection),atmosphere,context,in,"body, ",clouds@role~main_radiation~incoming~shortwave@role~in_reflection,,,,,,,,,,,,,,,
atmosphere@context~in_(clouds@role~main_radiation~incoming~shortwave@role~in_transmission),atmosphere,context,in,"body, ",clouds@role~main_radiation~incoming~shortwave@role~in_transmission,,,,,,,,,,,,,,,
atmosphere@context~in_(clouds@role~main_radiation~outgoing~longwave@role~out_emission),atmosphere,context,in,"body, ",clouds@role~main_radiation~outgoing~longwave@role~out_emission,,,,,,,,,,,,,,,
atmosphere@context~in_(clouds@role~sink_radiation~incoming~shortwave@role~main_absorption),atmosphere,context,in,"body, ",clouds@role~sink_radiation~incoming~shortwave@role~main_absorption,,,,,,,,,,,,,,,
atmosphere@context~in_(clouds@role~sink_radiation~incoming~shortwave@role~main_reflection),atmosphere,context,in,"body, ",clouds@role~sink_radiation~incoming~shortwave@role~main_reflection,,,,,,,,,,,,,,,
atmosphere@context~in_(clouds@role~sink_radiation~incoming~shortwave@role~main_transmission),atmosphere,context,in,"body, ",clouds@role~sink_radiation~incoming~shortwave@role~main_transmission,,,,,,,,,,,,,,,
atmosphere@context~in_air,atmosphere,context,in,"body, ",air,,,"matter, ",,,,,,,,,,,,
atmosphere@context~in_radiation~incoming~shortwave,atmosphere,context,in,"body, ",radiation~incoming~shortwave,,,"phenomenon, ",,,,,,,,,,,,
atmosphere@context~in_water~vapor,atmosphere,context,in,"body, ",water~vapor,,,"matter, ",,,,,,,,,,,,
atmosphere@context~source_(hydrometeor_falling),atmosphere,context,source,"body, ",hydrometeor_falling,,,"phenomenon, ",,,,,,,,,,,,
atmosphere@context~source_(raindrop_falling),atmosphere,context,source,"body, ",raindrop_falling,,,"phenomenon, ",,,,,,,,,,,,
atmosphere@context~source_graupel,atmosphere,context,source,"body, ",graupel,,,"body, attribute, ",,,,,,,,,,,,
atmosphere@context~source_hail,atmosphere,context,source,"body, ",hail,,,"body, attribute, ",,,,,,,,,,,,
atmosphere@context~source_hydrometeor,atmosphere,context,source,"body, ",hydrometeor,,,"body, attribute, ",,,,,,,,,,,,
atmosphere@context~source_ice,atmosphere,context,source,"body, ",ice,,,"matter, attribute, ",,,,,,,,,,,,
atmosphere@context~source_icefall,atmosphere,context,source,"body, ",icefall,,,"phenomenon, ",,,,,,,,,,,,
atmosphere@context~source_sleet,atmosphere,context,source,"body, ",sleet,,,"matter, attribute, ",,,,,,,,,,,,
atmosphere@context~source_snow,atmosphere,context,source,"body, ",snow,,,"matter, attribute, ",,,,,,,,,,,,
atmosphere@context~source_snowfall,atmosphere,context,source,"body, ",snowfall,,,"phenomenon, ",,,,,,,,,,,,
atmosphere@context~source_water,atmosphere,context,source,"body, ",water,,,"matter, ",,,,,,,,,,,,
automobile@context~in_battery,automobile,context,in,"body, ",battery,,,"body, ",,,,,,,,,,,,
automobile@context~in_fuel,automobile,context,in,"body, ",fuel,,,"matter, ",,,,,,,,,,,,
automobile@context~part_(bumper_bottom),automobile,context,part,"body, ",bumper_bottom,,,"body, ",,,,,,,,,,,,
automobile@context~part_(engine@context~part_(crankshaft_rotation)),automobile,context,part,"body, ",engine@context~part_(crankshaft_rotation),,,,,,,,,,,,,,,
automobile@context~part_(engine@context~part_(cylinder@context~part_(piston_stroking))),automobile,context,part,"body, ",engine@context~part_(cylinder@context~part_(piston_stroking)),,,,,,,,,,,,,,,
automobile@context~part_(engine@context~part_(cylinder@context~part_piston)),automobile,context,part,"body, ",engine@context~part_(cylinder@context~part_piston),,,,,,,,,,,,,,,
automobile@context~part_(engine@context~part_(cylinder_stroking)),automobile,context,part,"body, ",engine@context~part_(cylinder_stroking),,,,,,,,,,,,,,,
automobile@context~part_(engine@context~part_crankshaft),automobile,context,part,"body, ",engine@context~part_crankshaft,,,,,,,,,,,,,,,
automobile@context~part_(engine@context~part_cylinder),automobile,context,part,"body, ",engine@context~part_cylinder,,,,,,,,,,,,,,,
automobile@context~part_(tire_inflation),automobile,context,part,"body, ",tire_inflation,,,"phenomenon, ",,,,,,,,,,,,
automobile@context~part_axle~rear,automobile,context,part,"body, ",axle~rear,,,"body, ",,,,,,,,,,,,
automobile@context~part_door,automobile,context,part,"body, ",door,,,"body, ",,,,,,,,,,,,
automobile@context~part_engine,automobile,context,part,"body, ",engine,,,"body, ",,,,,,,,,,,,
automobile@context~part_fuel-tank,automobile,context,part,"body, ",fuel-tank,,,"body, ",,,,,,,,,,,,
automobile@context~part_seat-belt,automobile,context,part,"body, ",seat-belt,,,"body, ",,,,,,,,,,,,
automobile@context~part_tire,automobile,context,part,"body, ",tire,,,"body, ",,,,,,,,,,,,
automobile@context~part_wheel,automobile,context,part,"body, ",wheel,,,"body, ",,,,,,,,,,,,
basin~drainage@context~in_rain-gauge,basin~drainage,context,in,"body, ",rain-gauge,,,"body, ",,,,,,,,,,,,
basin~drainage@context~in_weather-station,basin~drainage,context,in,"body, ",weather-station,,,"body, ",,,,,,,,,,,,
basin~drainage@context~part_((channel@context~part_entrance)@role~sink),basin~drainage,context,part,"body, ",(channel@context~part_entrance)@role~sink,,,,,,,,,,,,,,,
basin~drainage@context~part_((channel@context~part_exit)@role~sink),basin~drainage,context,part,"body, ",(channel@context~part_exit)@role~sink,,,,,,,,,,,,,,,
basin~drainage@context~part_(channel-network@context~part_link~exterior),basin~drainage,context,part,"body, ",channel-network@context~part_link~exterior,,,,,,,,,,,,,,,
basin~drainage@context~part_(channel-network@context~part_link~interior),basin~drainage,context,part,"body, ",channel-network@context~part_link~interior,,,,,,,,,,,,,,,
basin~drainage@context~part_(channel-network@context~part_source),basin~drainage,context,part,"body, ",channel-network@context~part_source,,,,,,,,,,,,,,,
basin~drainage@context~part_(channel-network_graph),basin~drainage,context,part,"body, ",channel-network_graph,,,"phenomenon, ",,,,,,,,,,,,
basin~drainage@context~part_(channel~longest_centerline),basin~drainage,context,part,"body, ",channel~longest_centerline,,,"phenomenon, ",,,,,,,,,,,,
basin~drainage@context~part_(outlet@context~at_((water_flowing)@medium_sediment)),basin~drainage,context,part,"body, ",outlet@context~at_((water_flowing)@medium_sediment),,,,,,,,,,,,,,,
basin~drainage@context~part_(outlet@context~at_((water_flowing)@medium_sediment~bedload)),basin~drainage,context,part,"body, ",outlet@context~at_((water_flowing)@medium_sediment~bedload),,,,,,,,,,,,,,,
basin~drainage@context~part_(outlet@context~at_((water_flowing)@medium_sediment~suspended)),basin~drainage,context,part,"body, ",outlet@context~at_((water_flowing)@medium_sediment~suspended),,,,,,,,,,,,,,,
basin~drainage@context~part_(outlet@context~at_((water_flowing)@medium_sediment~washload)),basin~drainage,context,part,"body, ",outlet@context~at_((water_flowing)@medium_sediment~washload),,,,,,,,,,,,,,,
basin~drainage@context~part_(outlet@context~at_(channel_bottom)),basin~drainage,context,part,"body, ",outlet@context~at_(channel_bottom),,,,,,,,,,,,,,,
basin~drainage@context~part_(outlet@context~at_(water_flowing_friction)),basin~drainage,context,part,"body, ",outlet@context~at_(water_flowing_friction),,,,,,,,,,,,,,,
basin~drainage@context~part_(outlet@context~at_(water_flowing_x-section)),basin~drainage,context,part,"body, ",outlet@context~at_(water_flowing_x-section),,,,,,,,,,,,,,,
basin~drainage@context~part_(outlet@context~at_(water_flowing_x-section_top)),basin~drainage,context,part,"body, ",outlet@context~at_(water_flowing_x-section_top),,,,,,,,,,,,,,,
basin~drainage@context~part_(outlet@context~at_sediment),basin~drainage,context,part,"body, ",outlet@context~at_sediment,,,,,,,,,,,,,,,
basin~drainage@context~part_(outlet@context~part_bank~left),basin~drainage,context,part,"body, ",outlet@context~part_bank~left,,,,,,,,,,,,,,,
basin~drainage@context~part_(outlet@context~part_bank~right),basin~drainage,context,part,"body, ",outlet@context~part_bank~right,,,,,,,,,,,,,,,
basin~drainage@context~part_(outlet_center),basin~drainage,context,part,"body, ",outlet_center,,,"phenomenon, ",,,,,,,,,,,,
basin~drainage@context~part_(outlet~terminal@context~at_(water_flowing)),basin~drainage,context,part,"body, ",outlet~terminal@context~at_(water_flowing),,,,,,,,,,,,,,,
basin~drainage@context~part_channel-network,basin~drainage,context,part,"body, ",channel-network,,,"form, ",,,,,,,,,,,,
basin~drainage@context~part_channels,basin~drainage,context,part,"body, ",channels,,,"form, ",,,,,,,,,,,,
basin~drainage@context~part_channel~longest,basin~drainage,context,part,"body, ",channel~longest,,,"form, ",,,,,,,,,,,,
basin~drainage@context~part_outlet,basin~drainage,context,part,"body, ",outlet,,,"role, ",,,,,,,,,,,,
basin~drainage@context~part_sources,basin~drainage,context,part,"body, ",sources,,,"role, ",,,,,,,,,,,,
bear@context~part_body,bear,context,part,"body, process, ",body,,,"body, ",,,,,,,,,,,,
bear@context~part_brain,bear,context,part,"body, process, ",brain,,,"body, ",,,,,,,,,,,,
bear~black~american@context~part_body,bear~black~american,context,part,"body, ",body,,,"body, ",,,,,,,,,,,,
bear~black~american@context~part_brain,bear~black~american,context,part,"body, ",brain,,,"body, ",,,,,,,,,,,,
bear~black~american@context~part_head,bear~black~american,context,part,"body, ",head,,,"body, ",,,,,,,,,,,,
bedrock@context~in_material,bedrock,context,in,"body, ",material,,,"matter, ",,,,,,,,,,,,
biomass@context~in_(nitrogen_accumulation),biomass,context,in,"matter, ",nitrogen_accumulation,,,"phenomenon, ",,,,,,,,,,,,
biomass~microbial@context~in_(soil_pool~organic~stabilized)@context~in_nitrogen,biomass~microbial,context,in,"matter, ",soil_pool~organic~stabilized,context,in,"body, ",nitrogen,,,"matter, ",,,,,,,,
biomass~removed@context~in_nitrogen,biomass~removed,context,in,"matter, ",nitrogen,,,"matter, ",,,,,,,,,,,,
bluejack-oak@context~part_trunk,bluejack-oak,context,part,"body, ",trunk,,,"body, ",,,,,,,,,,,,
channel-network@context~part_link~exterior,channel-network,context,part,"form, ",link~exterior,,,"form, ",,,,,,,,,,,,
channel-network@context~part_link~interior,channel-network,context,part,"form, ",link~interior,,,"form, ",,,,,,,,,,,,
channel-network@context~part_source,channel-network,context,part,"form, ",source,,,"role, ",,,,,,,,,,,,
channel-network@context~part_source~of-water,channel-network,context,part,"form, ",source~of-water,,,"role, ",,,,,,,,,,,,
channel@context~in_((water_flowing)@medium_sediment),channel,context,in,"form, ",(water_flowing)@medium_sediment,,,,,,,,,,,,,,,
channel@context~in_((water_flowing)@medium_sediment~bedload),channel,context,in,"form, ",(water_flowing)@medium_sediment~bedload,,,,,,,,,,,,,,,
channel@context~in_((water_flowing)@medium_sediment~suspended),channel,context,in,"form, ",(water_flowing)@medium_sediment~suspended,,,,,,,,,,,,,,,
channel@context~in_((water_flowing)@medium_sediment~washload),channel,context,in,"form, ",(water_flowing)@medium_sediment~washload,,,,,,,,,,,,,,,
channel@context~in_((water_flowing)@role~exchange_friction),channel,context,in,"form, ",(water_flowing)@role~exchange_friction,,,,,,,,,,,,,,,
channel@context~in_((water_flowing)@role~medium_dissipation),channel,context,in,"form, ",(water_flowing)@role~medium_dissipation,,,,,,,,,,,,,,,
channel@context~in_(water@context~in_(processes@role~source_oxygen~photosynthetic@role~main_production)),channel,context,in,"form, ",water@context~in_(processes@role~source_oxygen~photosynthetic@role~main_production),,,,,,,,,,,,,,,
channel@context~in_(water@context~in_sediment~bedload),channel,context,in,"form, ",water@context~in_sediment~bedload,,,,,,,,,,,,,,,
channel@context~in_(water@context~in_sediment~suspended),channel,context,in,"form, ",water@context~in_sediment~suspended,,,,,,,,,,,,,,,
channel@context~in_(water@medium_immersed_(sediment~bedload_grain)),channel,context,in,"form, ",water@medium_immersed_(sediment~bedload_grain),,,,,,,,,,,,,,,
channel@context~in_(water@medium_sediment),channel,context,in,"form, ",water@medium_sediment,,,,,,,,,,,,,,,
channel@context~in_(water@medium_sediment~suspended),channel,context,in,"form, ",water@medium_sediment~suspended,,,,,,,,,,,,,,,
channel@context~in_(water@medium_sediment~washload),channel,context,in,"form, ",water@medium_sediment~washload,,,,,,,,,,,,,,,
channel@context~in_(water@medium_settling_(sediment_grain)),channel,context,in,"form, ",water@medium_settling_(sediment_grain),,,,,,,,,,,,,,,
channel@context~in_(water@role~first_(channel_bottom_surface)@role~second),channel,context,in,"form, ",water@role~first_(channel_bottom_surface)@role~second,,,,,,,,,,,,,,,
channel@context~in_(water@role~main_reaeration),channel,context,in,"form, ",water@role~main_reaeration,,,,,,,,,,,,,,,
channel@context~in_(water_flowing),channel,context,in,"form, ",water_flowing,,,"phenomenon, ",,,,,,,,,,,,
channel@context~in_(water_flowing_x-section),channel,context,in,"form, ",water_flowing_x-section,,,"phenomenon, ",,,,,,,,,,,,
channel@context~in_(water_hydraulic-jump),channel,context,in,"form, ",water_hydraulic-jump,,,"phenomenon, ",,,,,,,,,,,,
channel@context~in_(water_surface),channel,context,in,"form, ",water_surface,,,"phenomenon, ",,,,,,,,,,,,
channel@context~in_(water_x-section),channel,context,in,"form, ",water_x-section,,,"phenomenon, ",,,,,,,,,,,,
channel@context~in_(water_x-section_top),channel,context,in,"form, ",water_x-section_top,,,"phenomenon, ",,,,,,,,,,,,
channel@context~in_(weir@context~source_(water_discharging)),channel,context,in,"form, ",weir@context~source_(water_discharging),,,,,,,,,,,,,,,
channel@context~in_water,channel,context,in,"form, ",water,,,"matter, ",,,,,,,,,,,,
channel@context~part_(entrance_center),channel,context,part,"form, ",entrance_center,,,"phenomenon, ",,,,,,,,,,,,
channel@context~part_(exit_center),channel,context,part,"form, ",exit_center,,,"phenomenon, ",,,,,,,,,,,,
channel@context~part_(valley_centerline),channel,context,part,"form, ",valley_centerline,,,"phenomenon, ",,,,,,,,,,,,
channel@context~part_bank,channel,context,part,"form, ",bank,,,"form, ",,,,,,,,,,,,
channel@context~part_entrance,channel,context,part,"form, ",entrance,,,"role, process, ",,,,,,,,,,,,
channel@context~part_exit,channel,context,part,"form, ",exit,,,"role, ",,,,,,,,,,,,
channel~main@context~part_(entrance_center),channel~main,context,part,"form, ",entrance_center,,,"phenomenon, ",,,,,,,,,,,,
channel~main@context~part_(entrance_x-section),channel~main,context,part,"form, ",entrance_x-section,,,"phenomenon, ",,,,,,,,,,,,
channel~main@context~part_(entrance_x-section_top),channel~main,context,part,"form, ",entrance_x-section_top,,,"phenomenon, ",,,,,,,,,,,,
channel~main@context~part_(entrance~wetted_x-section),channel~main,context,part,"form, ",entrance~wetted_x-section,,,"phenomenon, ",,,,,,,,,,,,
channel~main@context~part_entrance,channel~main,context,part,"form, ",entrance,,,"role, process, ",,,,,,,,,,,,
channel~river@context~in_(water_x-section),channel~river,context,in,"body, ",water_x-section,,,"phenomenon, ",,,,,,,,,,,,
channel~river@context~in_(water_x-section_top),channel~river,context,in,"body, ",water_x-section_top,,,"phenomenon, ",,,,,,,,,,,,
channel~stream@context~part_reach,channel~stream,context,part,"body, ",reach,,,"body, ",,,,,,,,,,,,
clouds@context~source_radiation~outgoing~longwave~downward,clouds,context,source,"phenomenon, ",radiation~outgoing~longwave~downward,,,"phenomenon, ",,,,,,,,,,,,
clouds@context~source_radiation~outgoing~longwave~upward,clouds,context,source,"phenomenon, ",radiation~outgoing~longwave~upward,,,"phenomenon, ",,,,,,,,,,,,
crop@context~in_(biomass~microbial_decomposition),crop,context,in,"role, ",biomass~microbial_decomposition,,,"phenomenon, ",,,,,,,,,,,,
crop@context~in_biomass,crop,context,in,"role, ",biomass,,,"matter, ",,,,,,,,,,,,
crop@context~in_biomass~dry,crop,context,in,"role, ",biomass~dry,,,"matter, ",,,,,,,,,,,,
crop@context~in_nitrogen,crop,context,in,"role, ",nitrogen,,,"matter, ",,,,,,,,,,,,
crop@context~part_root,crop,context,part,"role, ",root,,,"body, ",,,,,,,,,,,,
crop@context~sink_(fertilizer~nitrogen_application),crop,context,sink,"role, ",fertilizer~nitrogen_application,,,"phenomenon, ",,,,,,,,,,,,
crop@context~source_((residue_pool)@context~part_root-and-rhizodeposit),crop,context,source,"role, ",(residue_pool)@context~part_root-and-rhizodeposit,,,,,,,,,,,,,,,
crop@context~source_(residue-as-carbon_decomposition),crop,context,source,"role, ",residue-as-carbon_decomposition,,,"phenomenon, ",,,,,,,,,,,,
crop@context~source_(residue_pool_decomposition),crop,context,source,"role, ",residue_pool_decomposition,,,"phenomenon, ",,,,,,,,,,,,
crop@context~source_(roots-and-rhizodeposits-as-carbon_decomposition),crop,context,source,"role, ",roots-and-rhizodeposits-as-carbon_decomposition,,,"phenomenon, ",,,,,,,,,,,,
crop@context~source_residue,crop,context,source,"role, ",residue,,,"role, ",,,,,,,,,,,,
