body_taxonomic,body_id,body_label,role,form,attribute,synonym,plural_of,wikipedia_page
,tropocyclops,tropocyclops,,,,,,https://en.wikipedia.org/wiki/Tropocyclops
,tubifex,tubifex,,,,,,https://en.wikipedia.org/wiki/Tubifex
,tubificidae,tubificidae,,,,naididae,,https://en.wikipedia.org/wiki/Naididae
,tubulanidae,tubulanidae,,,,,,https://en.wikipedia.org/wiki/Tubulanidae
,turbellaria,turbellaria,,,,,,https://en.wikipedia.org/wiki/Turbellaria
,twinnia,twinnia,,,,,,
,undulambia,undulambia,,,,,,https://en.wikipedia.org/wiki/Undulambia
,uranotaenia,uranotaenia,,,,,,https://en.wikipedia.org/wiki/Uranotaenia
,usingeriessa,usingeriessa,,,,,,https://en.wikipedia.org/wiki/Usingeriessa
,viehoperla,viehoperla,,,,,,
virus,calcivirus,calcivirus,,,,,,https://en.wikipedia.org/wiki/Caliciviridae
virus,virus~chicken-pox,virus~chicken-pox,,,,,,https://en.wikipedia.org/wiki/Varicella_zoster_virus
virus,virus~enteric,virus~enteric,,,,enterovirus,,https://en.wikipedia.org/wiki/Enterovirus
,wiedemannia,wiedemannia,,,,,,
,wirthiella,wirthiella,,,,,,
,wormaldia,wormaldia,,,,,,
,xenochironomus,xenochironomus,,,,,,https://en.wikipedia.org/wiki/Xenochironomus
,xiphocentron,xiphocentron,,,,,,
,yoraperla,yoraperla,,,,,,
,yphria,yphria,,,,,,
,zalutschia,zalutschia,,,,,,https://en.wikipedia.org/wiki/Zalutschia
,zavrelia,zavrelia,,,,,,https://en.wikipedia.org/wiki/Zavrelia
,zavrelimyia,zavrelimyia,,,,,,https://en.wikipedia.org/wiki/Zavrelimyia
,zumatrichia,zumatrichia,,,,,,
