full_name,variable_id,variable_label,object_cat,object_id,object_label,object_pref,quantity_id,quantity_label
atmosphere_air_flow__elevation_angle_of_gradient_of_potential_vorticity,atmosphere@context~in_(air_flowing)__elevation_angle_of_gradient_of_potential_vorticity,atmosphere_air_flow__elevation_angle_of_gradient_of_potential_vorticity,,atmosphere@context~in_(air_flowing),atmosphere_air_flow,phenomenon,elevation_angle_of_gradient_of_potential_vorticity,elevation_angle_of_gradient_of_potential_vorticity
atmosphere_air_flow__elevation_angle_of_gradient_of_pressure,atmosphere@context~in_(air_flowing)__elevation_angle_of_gradient_of_pressure,atmosphere_air_flow__elevation_angle_of_gradient_of_pressure,,atmosphere@context~in_(air_flowing),atmosphere_air_flow,phenomenon,elevation_angle_of_gradient_of_pressure,elevation_angle_of_gradient_of_pressure
atmosphere_air_flow__elevation_angle_of_momentum,atmosphere@context~in_(air_flowing)__elevation_angle_of_momentum,atmosphere_air_flow__elevation_angle_of_momentum,,atmosphere@context~in_(air_flowing),atmosphere_air_flow,phenomenon,elevation_angle_of_momentum,elevation_angle_of_momentum
atmosphere_air_flow__elevation_angle_of_velocity,atmosphere@context~in_(air_flowing)__elevation_angle_of_velocity,atmosphere_air_flow__elevation_angle_of_velocity,,atmosphere@context~in_(air_flowing),atmosphere_air_flow,phenomenon,elevation_angle_of_velocity,elevation_angle_of_velocity
atmosphere_air_flow__elevation_angle_of_vorticity,atmosphere@context~in_(air_flowing)__elevation_angle_of_vorticity,atmosphere_air_flow__elevation_angle_of_vorticity,,atmosphere@context~in_(air_flowing),atmosphere_air_flow,phenomenon,elevation_angle_of_vorticity,elevation_angle_of_vorticity
atmosphere_air_flow__gradient_of_pressure,atmosphere@context~in_(air_flowing)__gradient_of_pressure,atmosphere_air_flow__gradient_of_pressure,,atmosphere@context~in_(air_flowing),atmosphere_air_flow,phenomenon,gradient_of_pressure,gradient_of_pressure
atmosphere_air_flow__magnitude_of_bolus_velocity,atmosphere@context~in_(air_flowing)__magnitude_of_bolus_velocity,atmosphere_air_flow__magnitude_of_bolus_velocity,,atmosphere@context~in_(air_flowing),atmosphere_air_flow,phenomenon,magnitude_of_bolus_velocity,magnitude_of_bolus_velocity
atmosphere_air_flow__magnitude_of_bolus_vorticity,atmosphere@context~in_(air_flowing)__magnitude_of_bolus_vorticity,atmosphere_air_flow__magnitude_of_bolus_vorticity,,atmosphere@context~in_(air_flowing),atmosphere_air_flow,phenomenon,magnitude_of_bolus_vorticity,magnitude_of_bolus_vorticity
atmosphere_air_flow__magnitude_of_gradient_of_potential_vorticity,atmosphere@context~in_(air_flowing)__magnitude_of_gradient_of_potential_vorticity,atmosphere_air_flow__magnitude_of_gradient_of_potential_vorticity,,atmosphere@context~in_(air_flowing),atmosphere_air_flow,phenomenon,magnitude_of_gradient_of_potential_vorticity,magnitude_of_gradient_of_potential_vorticity
atmosphere_air_flow__magnitude_of_gradient_of_pressure,atmosphere@context~in_(air_flowing)__magnitude_of_gradient_of_pressure,atmosphere_air_flow__magnitude_of_gradient_of_pressure,,atmosphere@context~in_(air_flowing),atmosphere_air_flow,phenomenon,magnitude_of_gradient_of_pressure,magnitude_of_gradient_of_pressure
atmosphere_air_flow__magnitude_of_momentum,atmosphere@context~in_(air_flowing)__magnitude_of_momentum,atmosphere_air_flow__magnitude_of_momentum,,atmosphere@context~in_(air_flowing),atmosphere_air_flow,phenomenon,magnitude_of_momentum,magnitude_of_momentum
atmosphere_air_flow__magnitude_of_stress,atmosphere@context~in_(air_flowing)__magnitude_of_stress,atmosphere_air_flow__magnitude_of_stress,,atmosphere@context~in_(air_flowing),atmosphere_air_flow,phenomenon,magnitude_of_stress,magnitude_of_stress
atmosphere_air_flow__magnitude_of_velocity,atmosphere@context~in_(air_flowing)__magnitude_of_velocity,atmosphere_air_flow__magnitude_of_velocity,,atmosphere@context~in_(air_flowing),atmosphere_air_flow,phenomenon,magnitude_of_velocity,magnitude_of_velocity
atmosphere_air_flow__north_component_of_bolus_velocity,atmosphere@context~in_(air_flowing)__north_component_of_bolus_velocity,atmosphere_air_flow__north_component_of_bolus_velocity,,atmosphere@context~in_(air_flowing),atmosphere_air_flow,phenomenon,north_component_of_bolus_velocity,north_component_of_bolus_velocity
atmosphere_air_flow__north_component_of_momentum,atmosphere@context~in_(air_flowing)__north_component_of_momentum,atmosphere_air_flow__north_component_of_momentum,,atmosphere@context~in_(air_flowing),atmosphere_air_flow,phenomenon,north_component_of_momentum,north_component_of_momentum
atmosphere_air_flow__north_component_of_velocity,atmosphere@context~in_(air_flowing)__north_component_of_velocity,atmosphere_air_flow__north_component_of_velocity,,atmosphere@context~in_(air_flowing),atmosphere_air_flow,phenomenon,north_component_of_velocity,north_component_of_velocity
atmosphere_air_flow__north_component_of_vorticity,atmosphere@context~in_(air_flowing)__north_component_of_vorticity,atmosphere_air_flow__north_component_of_vorticity,,atmosphere@context~in_(air_flowing),atmosphere_air_flow,phenomenon,north_component_of_vorticity,north_component_of_vorticity
atmosphere_air_flow__north_derivative_of_potential_vorticity,atmosphere@context~in_(air_flowing)__north_derivative_of_potential_vorticity,atmosphere_air_flow__north_derivative_of_potential_vorticity,,atmosphere@context~in_(air_flowing),atmosphere_air_flow,phenomenon,north_derivative_of_potential_vorticity,north_derivative_of_potential_vorticity
atmosphere_air_flow__north_derivative_of_pressure,atmosphere@context~in_(air_flowing)__north_derivative_of_pressure,atmosphere_air_flow__north_derivative_of_pressure,,atmosphere@context~in_(air_flowing),atmosphere_air_flow,phenomenon,north_derivative_of_pressure,north_derivative_of_pressure
atmosphere_air_flow__north_north_component_of_reynolds_stress,atmosphere@context~in_(air_flowing)__north_north_component_of_reynolds_stress,atmosphere_air_flow__north_north_component_of_reynolds_stress,,atmosphere@context~in_(air_flowing),atmosphere_air_flow,phenomenon,north_north_component_of_reynolds_stress,north_north_component_of_reynolds_stress
atmosphere_air_flow__north_north_component_of_stress,atmosphere@context~in_(air_flowing)__north_north_component_of_stress,atmosphere_air_flow__north_north_component_of_stress,,atmosphere@context~in_(air_flowing),atmosphere_air_flow,phenomenon,north_north_component_of_stress,north_north_component_of_stress
atmosphere_air_flow__north_up_component_of_reynolds_stress,atmosphere@context~in_(air_flowing)__north_up_component_of_reynolds_stress,atmosphere_air_flow__north_up_component_of_reynolds_stress,,atmosphere@context~in_(air_flowing),atmosphere_air_flow,phenomenon,north_up_component_of_reynolds_stress,north_up_component_of_reynolds_stress
atmosphere_air_flow__north_up_component_of_stress,atmosphere@context~in_(air_flowing)__north_up_component_of_stress,atmosphere_air_flow__north_up_component_of_stress,,atmosphere@context~in_(air_flowing),atmosphere_air_flow,phenomenon,north_up_component_of_stress,north_up_component_of_stress
atmosphere_air_flow__obukhov_length,atmosphere@context~in_(air_flowing)__obukhov_length,atmosphere_air_flow__obukhov_length,,atmosphere@context~in_(air_flowing),atmosphere_air_flow,phenomenon,obukhov_length,obukhov_length
atmosphere_air_flow__potential_vorticity,atmosphere@context~in_(air_flowing)__potential_vorticity,atmosphere_air_flow__potential_vorticity,,atmosphere@context~in_(air_flowing),atmosphere_air_flow,phenomenon,potential_vorticity,potential_vorticity
atmosphere_air_flow__time_derivative_of_potential_vorticity,atmosphere@context~in_(air_flowing)__time_derivative_of_potential_vorticity,atmosphere_air_flow__time_derivative_of_potential_vorticity,,atmosphere@context~in_(air_flowing),atmosphere_air_flow,phenomenon,time_derivative_of_potential_vorticity,time_derivative_of_potential_vorticity
atmosphere_air_flow__total_pressure,atmosphere@context~in_(air_flowing)__pressure,atmosphere_air_flow__pressure,,atmosphere@context~in_(air_flowing),atmosphere_air_flow,phenomenon,pressure,pressure
atmosphere_air_flow__up_component_of_bolus_velocity,atmosphere@context~in_(air_flowing)__up_component_of_bolus_velocity,atmosphere_air_flow__up_component_of_bolus_velocity,,atmosphere@context~in_(air_flowing),atmosphere_air_flow,phenomenon,up_component_of_bolus_velocity,up_component_of_bolus_velocity
atmosphere_air_flow__up_component_of_momentum,atmosphere@context~in_(air_flowing)__up_component_of_momentum,atmosphere_air_flow__up_component_of_momentum,,atmosphere@context~in_(air_flowing),atmosphere_air_flow,phenomenon,up_component_of_momentum,up_component_of_momentum
atmosphere_air_flow__up_up_component_of_reynolds_stress,atmosphere@context~in_(air_flowing)__up_up_component_of_reynolds_stress,atmosphere_air_flow__up_up_component_of_reynolds_stress,,atmosphere@context~in_(air_flowing),atmosphere_air_flow,phenomenon,up_up_component_of_reynolds_stress,up_up_component_of_reynolds_stress
atmosphere_air_flow__up_up_component_of_stress,atmosphere@context~in_(air_flowing)__up_up_component_of_stress,atmosphere_air_flow__up_up_component_of_stress,,atmosphere@context~in_(air_flowing),atmosphere_air_flow,phenomenon,up_up_component_of_stress,up_up_component_of_stress
atmosphere_air_flow__x_component_of_bolus_velocity,atmosphere@context~in_(air_flowing)__x_component_of_bolus_velocity,atmosphere_air_flow__x_component_of_bolus_velocity,,atmosphere@context~in_(air_flowing),atmosphere_air_flow,phenomenon,x_component_of_bolus_velocity,x_component_of_bolus_velocity
atmosphere_air_flow__x_component_of_momentum,atmosphere@context~in_(air_flowing)__x_component_of_momentum,atmosphere_air_flow__x_component_of_momentum,,atmosphere@context~in_(air_flowing),atmosphere_air_flow,phenomenon,x_component_of_momentum,x_component_of_momentum
atmosphere_air_flow__x_component_of_velocity,atmosphere@context~in_(air_flowing)__x_component_of_velocity,atmosphere_air_flow__x_component_of_velocity,,atmosphere@context~in_(air_flowing),atmosphere_air_flow,phenomenon,x_component_of_velocity,x_component_of_velocity
atmosphere_air_flow__x_component_of_vorticity,atmosphere@context~in_(air_flowing)__x_component_of_vorticity,atmosphere_air_flow__x_component_of_vorticity,,atmosphere@context~in_(air_flowing),atmosphere_air_flow,phenomenon,x_component_of_vorticity,x_component_of_vorticity
atmosphere_air_flow__x_derivative_of_potential_vorticity,atmosphere@context~in_(air_flowing)__x_derivative_of_potential_vorticity,atmosphere_air_flow__x_derivative_of_potential_vorticity,,atmosphere@context~in_(air_flowing),atmosphere_air_flow,phenomenon,x_derivative_of_potential_vorticity,x_derivative_of_potential_vorticity
atmosphere_air_flow__x_derivative_of_pressure,atmosphere@context~in_(air_flowing)__x_derivative_of_pressure,atmosphere_air_flow__x_derivative_of_pressure,,atmosphere@context~in_(air_flowing),atmosphere_air_flow,phenomenon,x_derivative_of_pressure,x_derivative_of_pressure
atmosphere_air_flow__x_x_component_of_reynolds_stress,atmosphere@context~in_(air_flowing)__x_x_component_of_reynolds_stress,atmosphere_air_flow__x_x_component_of_reynolds_stress,,atmosphere@context~in_(air_flowing),atmosphere_air_flow,phenomenon,x_x_component_of_reynolds_stress,x_x_component_of_reynolds_stress
atmosphere_air_flow__x_x_component_of_stress,atmosphere@context~in_(air_flowing)__x_x_component_of_stress,atmosphere_air_flow__x_x_component_of_stress,,atmosphere@context~in_(air_flowing),atmosphere_air_flow,phenomenon,x_x_component_of_stress,x_x_component_of_stress
atmosphere_air_flow__x_y_component_of_reynolds_stress,atmosphere@context~in_(air_flowing)__x_y_component_of_reynolds_stress,atmosphere_air_flow__x_y_component_of_reynolds_stress,,atmosphere@context~in_(air_flowing),atmosphere_air_flow,phenomenon,x_y_component_of_reynolds_stress,x_y_component_of_reynolds_stress
atmosphere_air_flow__x_y_component_of_stress,atmosphere@context~in_(air_flowing)__x_y_component_of_stress,atmosphere_air_flow__x_y_component_of_stress,,atmosphere@context~in_(air_flowing),atmosphere_air_flow,phenomenon,x_y_component_of_stress,x_y_component_of_stress
atmosphere_air_flow__x_z_component_of_reynolds_stress,atmosphere@context~in_(air_flowing)__x_z_component_of_reynolds_stress,atmosphere_air_flow__x_z_component_of_reynolds_stress,,atmosphere@context~in_(air_flowing),atmosphere_air_flow,phenomenon,x_z_component_of_reynolds_stress,x_z_component_of_reynolds_stress
atmosphere_air_flow__x_z_component_of_stress,atmosphere@context~in_(air_flowing)__x_z_component_of_stress,atmosphere_air_flow__x_z_component_of_stress,,atmosphere@context~in_(air_flowing),atmosphere_air_flow,phenomenon,x_z_component_of_stress,x_z_component_of_stress
atmosphere_air_flow__y_component_of_bolus_velocity,atmosphere@context~in_(air_flowing)__y_component_of_bolus_velocity,atmosphere_air_flow__y_component_of_bolus_velocity,,atmosphere@context~in_(air_flowing),atmosphere_air_flow,phenomenon,y_component_of_bolus_velocity,y_component_of_bolus_velocity
atmosphere_air_flow__y_component_of_momentum,atmosphere@context~in_(air_flowing)__y_component_of_momentum,atmosphere_air_flow__y_component_of_momentum,,atmosphere@context~in_(air_flowing),atmosphere_air_flow,phenomenon,y_component_of_momentum,y_component_of_momentum
atmosphere_air_flow__y_component_of_velocity,atmosphere@context~in_(air_flowing)__y_component_of_velocity,atmosphere_air_flow__y_component_of_velocity,,atmosphere@context~in_(air_flowing),atmosphere_air_flow,phenomenon,y_component_of_velocity,y_component_of_velocity
atmosphere_air_flow__y_component_of_vorticity,atmosphere@context~in_(air_flowing)__y_component_of_vorticity,atmosphere_air_flow__y_component_of_vorticity,,atmosphere@context~in_(air_flowing),atmosphere_air_flow,phenomenon,y_component_of_vorticity,y_component_of_vorticity
atmosphere_air_flow__y_derivative_of_potential_vorticity,atmosphere@context~in_(air_flowing)__y_derivative_of_potential_vorticity,atmosphere_air_flow__y_derivative_of_potential_vorticity,,atmosphere@context~in_(air_flowing),atmosphere_air_flow,phenomenon,y_derivative_of_potential_vorticity,y_derivative_of_potential_vorticity
atmosphere_air_flow__y_derivative_of_pressure,atmosphere@context~in_(air_flowing)__y_derivative_of_pressure,atmosphere_air_flow__y_derivative_of_pressure,,atmosphere@context~in_(air_flowing),atmosphere_air_flow,phenomenon,y_derivative_of_pressure,y_derivative_of_pressure
atmosphere_air_flow__y_y_component_of_reynolds_stress,atmosphere@context~in_(air_flowing)__y_y_component_of_reynolds_stress,atmosphere_air_flow__y_y_component_of_reynolds_stress,,atmosphere@context~in_(air_flowing),atmosphere_air_flow,phenomenon,y_y_component_of_reynolds_stress,y_y_component_of_reynolds_stress
atmosphere_air_flow__y_y_component_of_stress,atmosphere@context~in_(air_flowing)__y_y_component_of_stress,atmosphere_air_flow__y_y_component_of_stress,,atmosphere@context~in_(air_flowing),atmosphere_air_flow,phenomenon,y_y_component_of_stress,y_y_component_of_stress
atmosphere_air_flow__y_z_component_of_reynolds_stress,atmosphere@context~in_(air_flowing)__y_z_component_of_reynolds_stress,atmosphere_air_flow__y_z_component_of_reynolds_stress,,atmosphere@context~in_(air_flowing),atmosphere_air_flow,phenomenon,y_z_component_of_reynolds_stress,y_z_component_of_reynolds_stress
atmosphere_air_flow__y_z_component_of_stress,atmosphere@context~in_(air_flowing)__y_z_component_of_stress,atmosphere_air_flow__y_z_component_of_stress,,atmosphere@context~in_(air_flowing),atmosphere_air_flow,phenomenon,y_z_component_of_stress,y_z_component_of_stress
